id,question_id,option_label,option_text,is_correct,display_order,created_at
414,105,B,About fifty people.,t,2,2026-08-09 20:15:34.476221
415,105,C,Next Monday.,f,3,2026-08-09 20:15:34.476221
416,106,A,"Yes, I sent it yesterday.",t,1,2026-08-09 20:15:34.476221
417,106,B,The client is in Chicago.,f,2,2026-08-09 20:15:34.476221
418,106,C,It was about five hundred dollars.,f,3,2026-08-09 20:15:34.476221
419,107,A,From platform six.,f,1,2026-08-09 20:15:34.476221
420,107,B,It takes about two hours.,f,2,2026-08-09 20:15:34.476221
421,107,C,At 8:45.,t,3,2026-08-09 20:15:34.476221
422,108,A,"Sure, give me a minute.",t,1,2026-08-09 20:15:34.476221
423,108,B,The table is made of wood.,f,2,2026-08-09 20:15:34.476221
424,108,C,It is in the dining room.,f,3,2026-08-09 20:15:34.476221
1322,206,B,Thursday afternoon,f,2,2026-08-09 21:13:23.227169
1323,206,C,On Wednesday,f,3,2026-08-09 21:13:23.227169
1324,206,D,It's available in the main office.,f,4,2026-08-09 21:13:23.227169
1325,207,A,Preparing a hotel room,t,1,2026-08-09 21:13:23.227169
1326,207,B,Changing the business trip,f,2,2026-08-09 21:13:23.227169
1327,207,C,Visiting the airport counter,f,3,2026-08-09 21:13:23.227169
1328,207,D,I'll take care of it this afternoon.,f,4,2026-08-09 21:13:23.227169
1329,208,A,The main office,f,1,2026-08-09 21:13:23.227169
1330,208,B,the downtown hotel,t,2,2026-08-09 21:13:23.227169
1331,208,C,the airport counter,f,3,2026-08-09 21:13:23.227169
1332,208,D,I'll check the schedule and let you know.,f,4,2026-08-09 21:13:23.227169
1333,209,A,Friday evening,t,1,2026-08-09 21:13:23.227169
1334,209,B,Sunday morning,f,2,2026-08-09 21:13:23.227169
1335,209,C,On Thursday,f,3,2026-08-09 21:13:23.227169
1336,209,D,It's available in the main office.,f,4,2026-08-09 21:13:23.227169
1337,210,A,Preparing a dinner reservation,t,1,2026-08-09 21:13:23.227169
1338,210,B,Changing the restaurant reservation,f,2,2026-08-09 21:13:23.227169
1339,210,C,Visiting the café downstairs,f,3,2026-08-09 21:13:23.227169
1340,210,D,I'll take care of it this afternoon.,f,4,2026-08-09 21:13:23.227169
1341,211,A,The main office,f,1,2026-08-09 21:13:23.227169
1342,211,B,the Italian restaurant,t,2,2026-08-09 21:13:23.227169
1343,211,C,the café downstairs,f,3,2026-08-09 21:13:23.227169
1344,211,D,I'll check the schedule and let you know.,f,4,2026-08-09 21:13:23.227169
1345,212,A,seven o'clock,t,1,2026-08-09 21:13:23.227169
1346,212,B,twelve thirty,f,2,2026-08-09 21:13:23.227169
1347,212,C,On Friday,f,3,2026-08-09 21:13:23.227169
1348,212,D,It's available in the main office.,f,4,2026-08-09 21:13:23.227169
1349,213,A,Preparing train tickets,t,1,2026-08-09 21:13:23.227169
1350,213,B,Changing the train travel,f,2,2026-08-09 21:13:23.227169
1351,213,C,Visiting the ticket office,f,3,2026-08-09 21:13:23.227169
1352,213,D,I'll take care of it this afternoon.,f,4,2026-08-09 21:13:23.227169
1353,214,A,The main office,f,1,2026-08-09 21:13:23.227169
1354,214,B,the station,t,2,2026-08-09 21:13:23.227169
1355,214,C,the ticket office,f,3,2026-08-09 21:13:23.227169
1356,214,D,I'll check the schedule and let you know.,f,4,2026-08-09 21:13:23.227169
1357,215,A,Saturday morning,t,1,2026-08-09 21:13:23.227169
1358,215,B,Monday evening,f,2,2026-08-09 21:13:23.227169
1359,215,C,On Monday,f,3,2026-08-09 21:13:23.227169
1360,215,D,It's available in the main office.,f,4,2026-08-09 21:13:23.227169
1361,216,A,Preparing conference registration,t,1,2026-08-09 21:13:23.227169
1362,216,B,Changing the conference,f,2,2026-08-09 21:13:23.227169
1363,216,C,Visiting the registration desk,f,3,2026-08-09 21:13:23.227169
1364,216,D,I'll take care of it this afternoon.,f,4,2026-08-09 21:13:23.227169
1365,217,A,The main office,f,1,2026-08-09 21:13:23.227169
1366,217,B,the convention center,t,2,2026-08-09 21:13:23.227169
1367,217,C,the registration desk,f,3,2026-08-09 21:13:23.227169
1368,217,D,I'll check the schedule and let you know.,f,4,2026-08-09 21:13:23.227169
1369,218,A,next Monday,t,1,2026-08-09 21:13:23.227169
1370,218,B,Tuesday,f,2,2026-08-09 21:13:23.227169
1371,218,C,On Tuesday,f,3,2026-08-09 21:13:23.227169
1372,218,D,It's available in the main office.,f,4,2026-08-09 21:13:23.227169
1373,219,A,Preparing a replacement order,t,1,2026-08-09 21:13:23.227169
1374,219,B,Changing the customer order,f,2,2026-08-09 21:13:23.227169
1375,219,C,Visiting the service counter,f,3,2026-08-09 21:13:23.227169
1376,219,D,I'll take care of it this afternoon.,f,4,2026-08-09 21:13:23.227169
1377,220,A,The main office,f,1,2026-08-09 21:13:23.227169
1378,220,B,the customer service desk,t,2,2026-08-09 21:13:23.227169
1379,220,C,the service counter,f,3,2026-08-09 21:13:23.227169
1380,220,D,I'll check the schedule and let you know.,f,4,2026-08-09 21:13:23.227169
1381,221,A,next week,t,1,2026-08-09 21:13:23.227169
1382,221,B,Wednesday,f,2,2026-08-09 21:13:23.227169
1383,221,C,On Wednesday,f,3,2026-08-09 21:13:23.227169
1384,221,D,It's available in the main office.,f,4,2026-08-09 21:13:23.227169
1385,222,A,Preparing the project report,t,1,2026-08-09 21:13:23.227169
1386,222,B,Changing the project deadline,f,2,2026-08-09 21:13:23.227169
1387,222,C,Visiting the finance department,f,3,2026-08-09 21:13:23.227169
1388,222,D,I'll take care of it this afternoon.,f,4,2026-08-09 21:13:23.227169
1389,223,A,The main office,f,1,2026-08-09 21:13:23.227169
1390,223,B,the design office,t,2,2026-08-09 21:13:23.227169
1391,223,C,the finance department,f,3,2026-08-09 21:13:23.227169
1392,223,D,I'll check the schedule and let you know.,f,4,2026-08-09 21:13:23.227169
1393,224,A,Friday,t,1,2026-08-09 21:13:23.227169
1394,224,B,next Friday,f,2,2026-08-09 21:13:23.227169
1395,224,C,On Thursday,f,3,2026-08-09 21:13:23.227169
1396,224,D,It's available in the main office.,f,4,2026-08-09 21:13:23.227169
1397,225,A,Preparing the office computer,t,1,2026-08-09 21:13:23.227169
1398,225,B,Changing the equipment repair,f,2,2026-08-09 21:13:23.227169
425,109,A,The restaurant is downtown.,f,1,2026-08-09 20:15:34.476221
1399,225,C,Visiting the repair center,f,3,2026-08-09 21:13:23.227169
1400,225,D,I'll take care of it this afternoon.,f,4,2026-08-09 21:13:23.227169
1401,226,A,The main office,f,1,2026-08-09 21:13:23.227169
1402,226,B,the IT department,t,2,2026-08-09 21:13:23.227169
1403,226,C,the repair center,f,3,2026-08-09 21:13:23.227169
1404,226,D,I'll check the schedule and let you know.,f,4,2026-08-09 21:13:23.227169
1405,227,A,this afternoon,t,1,2026-08-09 21:13:23.227169
1406,227,B,tomorrow,f,2,2026-08-09 21:13:23.227169
1407,227,C,On Friday,f,3,2026-08-09 21:13:23.227169
1408,227,D,It's available in the main office.,f,4,2026-08-09 21:13:23.227169
1409,228,A,Preparing a taxi,t,1,2026-08-09 21:13:23.227169
1410,228,B,Changing the airport plans,f,2,2026-08-09 21:13:23.227169
1411,228,C,Visiting the hotel entrance,f,3,2026-08-09 21:13:23.227169
1412,228,D,I'll take care of it this afternoon.,f,4,2026-08-09 21:13:23.227169
1413,229,A,The main office,f,1,2026-08-09 21:13:23.227169
1414,229,B,the airport,t,2,2026-08-09 21:13:23.227169
1415,229,C,the hotel entrance,f,3,2026-08-09 21:13:23.227169
1416,229,D,I'll check the schedule and let you know.,f,4,2026-08-09 21:13:23.227169
1417,230,A,six thirty,t,1,2026-08-09 21:13:23.227169
1418,230,B,seven fifteen,f,2,2026-08-09 21:13:23.227169
1419,230,C,On Monday,f,3,2026-08-09 21:13:23.227169
1420,230,D,It's available in the main office.,f,4,2026-08-09 21:13:23.227169
1421,231,A,Preparing printer paper,t,1,2026-08-09 21:13:23.227169
1422,231,B,Changing the office supplies,f,2,2026-08-09 21:13:23.227169
1423,231,C,Visiting the copy room,f,3,2026-08-09 21:13:23.227169
1424,231,D,I'll take care of it this afternoon.,f,4,2026-08-09 21:13:23.227169
1425,232,A,The main office,f,1,2026-08-09 21:13:23.227169
1426,232,B,the storage room,t,2,2026-08-09 21:13:23.227169
1427,232,C,the copy room,f,3,2026-08-09 21:13:23.227169
1428,232,D,I'll check the schedule and let you know.,f,4,2026-08-09 21:13:23.227169
1429,233,A,this afternoon,t,1,2026-08-09 21:13:23.227169
1430,233,B,before lunch,f,2,2026-08-09 21:13:23.227169
1431,233,C,On Tuesday,f,3,2026-08-09 21:13:23.227169
1432,233,D,It's available in the main office.,f,4,2026-08-09 21:13:23.227169
1433,234,A,Preparing the sales meeting,t,1,2026-08-09 21:13:23.227169
1434,234,B,Changing the meeting schedule,f,2,2026-08-09 21:13:23.227169
1435,234,C,Visiting the main conference room,f,3,2026-08-09 21:13:23.227169
1436,234,D,I'll take care of it this afternoon.,f,4,2026-08-09 21:13:23.227169
1437,235,A,The main office,f,1,2026-08-09 21:13:23.227169
1438,235,B,Room 204,t,2,2026-08-09 21:13:23.227169
1439,235,C,the main conference room,f,3,2026-08-09 21:13:23.227169
1440,235,D,I'll check the schedule and let you know.,f,4,2026-08-09 21:13:23.227169
1441,236,A,tomorrow morning,t,1,2026-08-09 21:13:23.227169
1442,236,B,Thursday afternoon,f,2,2026-08-09 21:13:23.227169
1443,236,C,On Wednesday,f,3,2026-08-09 21:13:23.227169
1444,236,D,It's available in the main office.,f,4,2026-08-09 21:13:23.227169
1445,237,A,Preparing a hotel room,t,1,2026-08-09 21:13:23.227169
1446,237,B,Changing the business trip,f,2,2026-08-09 21:13:23.227169
1447,237,C,Visiting the airport counter,f,3,2026-08-09 21:13:23.227169
1448,237,D,I'll take care of it this afternoon.,f,4,2026-08-09 21:13:23.227169
1449,238,A,The main office,f,1,2026-08-09 21:13:23.227169
1450,238,B,the downtown hotel,t,2,2026-08-09 21:13:23.227169
1451,238,C,the airport counter,f,3,2026-08-09 21:13:23.227169
1452,238,D,I'll check the schedule and let you know.,f,4,2026-08-09 21:13:23.227169
1453,239,A,Friday evening,t,1,2026-08-09 21:13:23.227169
1454,239,B,Sunday morning,f,2,2026-08-09 21:13:23.227169
1455,239,C,On Thursday,f,3,2026-08-09 21:13:23.227169
1456,239,D,It's available in the main office.,f,4,2026-08-09 21:13:23.227169
1457,240,A,Preparing a dinner reservation,t,1,2026-08-09 21:13:23.227169
1458,240,B,Changing the restaurant reservation,f,2,2026-08-09 21:13:23.227169
1459,240,C,Visiting the café downstairs,f,3,2026-08-09 21:13:23.227169
1460,240,D,I'll take care of it this afternoon.,f,4,2026-08-09 21:13:23.227169
1461,241,A,The main office,f,1,2026-08-09 21:13:23.227169
1462,241,B,the Italian restaurant,t,2,2026-08-09 21:13:23.227169
1463,241,C,the café downstairs,f,3,2026-08-09 21:13:23.227169
1464,241,D,I'll check the schedule and let you know.,f,4,2026-08-09 21:13:23.227169
1465,242,A,seven o'clock,t,1,2026-08-09 21:13:23.227169
1466,242,B,twelve thirty,f,2,2026-08-09 21:13:23.227169
1467,242,C,On Friday,f,3,2026-08-09 21:13:23.227169
1468,242,D,It's available in the main office.,f,4,2026-08-09 21:13:23.227169
1469,243,A,Preparing train tickets,t,1,2026-08-09 21:13:23.227169
1470,243,B,Changing the train travel,f,2,2026-08-09 21:13:23.227169
1471,243,C,Visiting the ticket office,f,3,2026-08-09 21:13:23.227169
1472,243,D,I'll take care of it this afternoon.,f,4,2026-08-09 21:13:23.227169
1473,244,A,The main office,f,1,2026-08-09 21:13:23.227169
1474,244,B,the station,t,2,2026-08-09 21:13:23.227169
1475,244,C,the ticket office,f,3,2026-08-09 21:13:23.227169
1476,244,D,I'll check the schedule and let you know.,f,4,2026-08-09 21:13:23.227169
1477,245,A,Saturday morning,t,1,2026-08-09 21:13:23.227169
1478,245,B,Monday evening,f,2,2026-08-09 21:13:23.227169
1479,245,C,On Monday,f,3,2026-08-09 21:13:23.227169
1480,245,D,It's available in the main office.,f,4,2026-08-09 21:13:23.227169
1481,246,A,Preparing conference registration,t,1,2026-08-09 21:13:23.227169
1482,246,B,Changing the conference,f,2,2026-08-09 21:13:23.227169
1483,246,C,Visiting the registration desk,f,3,2026-08-09 21:13:23.227169
1484,246,D,I'll take care of it this afternoon.,f,4,2026-08-09 21:13:23.227169
1485,247,A,The main office,f,1,2026-08-09 21:13:23.227169
1486,247,B,the convention center,t,2,2026-08-09 21:13:23.227169
1487,247,C,the registration desk,f,3,2026-08-09 21:13:23.227169
1488,247,D,I'll check the schedule and let you know.,f,4,2026-08-09 21:13:23.227169
1489,248,A,next Monday,t,1,2026-08-09 21:13:23.227169
1490,248,B,Tuesday,f,2,2026-08-09 21:13:23.227169
1491,248,C,On Tuesday,f,3,2026-08-09 21:13:23.227169
1492,248,D,It's available in the main office.,f,4,2026-08-09 21:13:23.227169
1493,249,A,Preparing a replacement order,t,1,2026-08-09 21:13:23.227169
1494,249,B,Changing the customer order,f,2,2026-08-09 21:13:23.227169
1495,249,C,Visiting the service counter,f,3,2026-08-09 21:13:23.227169
1496,249,D,I'll take care of it this afternoon.,f,4,2026-08-09 21:13:23.227169
1497,250,A,The main office,f,1,2026-08-09 21:13:23.227169
1498,250,B,the customer service desk,t,2,2026-08-09 21:13:23.227169
1499,250,C,the service counter,f,3,2026-08-09 21:13:23.227169
1500,250,D,I'll check the schedule and let you know.,f,4,2026-08-09 21:13:23.227169
1501,251,A,next week,t,1,2026-08-09 21:13:23.227169
1502,251,B,Wednesday,f,2,2026-08-09 21:13:23.227169
1503,251,C,On Wednesday,f,3,2026-08-09 21:13:23.227169
1504,251,D,It's available in the main office.,f,4,2026-08-09 21:13:23.227169
1505,252,A,Preparing the project report,t,1,2026-08-09 21:13:23.227169
1506,252,B,Changing the project deadline,f,2,2026-08-09 21:13:23.227169
1507,252,C,Visiting the finance department,f,3,2026-08-09 21:13:23.227169
1508,252,D,I'll take care of it this afternoon.,f,4,2026-08-09 21:13:23.227169
1509,253,A,The main office,f,1,2026-08-09 21:13:23.227169
1510,253,B,the design office,t,2,2026-08-09 21:13:23.227169
1511,253,C,the finance department,f,3,2026-08-09 21:13:23.227169
1512,253,D,I'll check the schedule and let you know.,f,4,2026-08-09 21:13:23.227169
1513,254,A,Friday,t,1,2026-08-09 21:13:23.227169
1514,254,B,next Friday,f,2,2026-08-09 21:13:23.227169
1515,254,C,On Thursday,f,3,2026-08-09 21:13:23.227169
1516,254,D,It's available in the main office.,f,4,2026-08-09 21:13:23.227169
1517,255,A,Preparing the office computer,t,1,2026-08-09 21:13:23.227169
1518,255,B,Changing the equipment repair,f,2,2026-08-09 21:13:23.227169
1519,255,C,Visiting the repair center,f,3,2026-08-09 21:13:23.227169
1520,255,D,I'll take care of it this afternoon.,f,4,2026-08-09 21:13:23.227169
1521,256,A,The main office,f,1,2026-08-09 21:13:23.227169
1522,256,B,the IT department,t,2,2026-08-09 21:13:23.227169
1523,256,C,the repair center,f,3,2026-08-09 21:13:23.227169
1524,256,D,I'll check the schedule and let you know.,f,4,2026-08-09 21:13:23.227169
1525,257,A,this afternoon,t,1,2026-08-09 21:13:23.227169
1526,257,B,tomorrow,f,2,2026-08-09 21:13:23.227169
1527,257,C,On Friday,f,3,2026-08-09 21:13:23.227169
1528,257,D,It's available in the main office.,f,4,2026-08-09 21:13:23.227169
1529,258,A,Preparing a taxi,t,1,2026-08-09 21:13:23.227169
1530,258,B,Changing the airport plans,f,2,2026-08-09 21:13:23.227169
1531,258,C,Visiting the hotel entrance,f,3,2026-08-09 21:13:23.227169
1532,258,D,I'll take care of it this afternoon.,f,4,2026-08-09 21:13:23.227169
1533,259,A,The main office,f,1,2026-08-09 21:13:23.227169
1534,259,B,the airport,t,2,2026-08-09 21:13:23.227169
1535,259,C,the hotel entrance,f,3,2026-08-09 21:13:23.227169
1536,259,D,I'll check the schedule and let you know.,f,4,2026-08-09 21:13:23.227169
1537,260,A,six thirty,t,1,2026-08-09 21:13:23.227169
1538,260,B,seven fifteen,f,2,2026-08-09 21:13:23.227169
1539,260,C,On Monday,f,3,2026-08-09 21:13:23.227169
1540,260,D,It's available in the main office.,f,4,2026-08-09 21:13:23.227169
1541,261,A,Preparing printer paper,t,1,2026-08-09 21:13:23.227169
1542,261,B,Changing the office supplies,f,2,2026-08-09 21:13:23.227169
1543,261,C,Visiting the copy room,f,3,2026-08-09 21:13:23.227169
1544,261,D,I'll take care of it this afternoon.,f,4,2026-08-09 21:13:23.227169
1545,262,A,The main office,f,1,2026-08-09 21:13:23.227169
1546,262,B,the storage room,t,2,2026-08-09 21:13:23.227169
1547,262,C,the copy room,f,3,2026-08-09 21:13:23.227169
1548,262,D,I'll check the schedule and let you know.,f,4,2026-08-09 21:13:23.227169
1549,263,A,this afternoon,t,1,2026-08-09 21:13:23.227169
1550,263,B,before lunch,f,2,2026-08-09 21:13:23.227169
1551,263,C,On Tuesday,f,3,2026-08-09 21:13:23.227169
1552,263,D,It's available in the main office.,f,4,2026-08-09 21:13:23.227169
1553,264,A,Preparing the sales meeting,t,1,2026-08-09 21:13:23.227169
1554,264,B,Changing the meeting schedule,f,2,2026-08-09 21:13:23.227169
1555,264,C,Visiting the main conference room,f,3,2026-08-09 21:13:23.227169
1556,264,D,I'll take care of it this afternoon.,f,4,2026-08-09 21:13:23.227169
1557,265,A,The main office,f,1,2026-08-09 21:13:23.227169
1558,265,B,Room 204,t,2,2026-08-09 21:13:23.227169
1559,265,C,the main conference room,f,3,2026-08-09 21:13:23.227169
1560,265,D,I'll check the schedule and let you know.,f,4,2026-08-09 21:13:23.227169
1561,266,A,tomorrow morning,t,1,2026-08-09 21:13:23.227169
1562,266,B,Thursday afternoon,f,2,2026-08-09 21:13:23.227169
1563,266,C,On Wednesday,f,3,2026-08-09 21:13:23.227169
1564,266,D,It's available in the main office.,f,4,2026-08-09 21:13:23.227169
1565,267,A,Preparing a hotel room,t,1,2026-08-09 21:13:23.227169
1566,267,B,Changing the business trip,f,2,2026-08-09 21:13:23.227169
1567,267,C,Visiting the airport counter,f,3,2026-08-09 21:13:23.227169
1568,267,D,I'll take care of it this afternoon.,f,4,2026-08-09 21:13:23.227169
1569,268,A,The main office,f,1,2026-08-09 21:13:23.227169
1570,268,B,the downtown hotel,t,2,2026-08-09 21:13:23.227169
1571,268,C,the airport counter,f,3,2026-08-09 21:13:23.227169
1572,268,D,I'll check the schedule and let you know.,f,4,2026-08-09 21:13:23.227169
1573,269,A,Friday evening,t,1,2026-08-09 21:13:23.227169
1574,269,B,Sunday morning,f,2,2026-08-09 21:13:23.227169
1575,269,C,On Thursday,f,3,2026-08-09 21:13:23.227169
1576,269,D,It's available in the main office.,f,4,2026-08-09 21:13:23.227169
1577,270,A,Preparing a dinner reservation,t,1,2026-08-09 21:13:23.227169
1578,270,B,Changing the restaurant reservation,f,2,2026-08-09 21:13:23.227169
1579,270,C,Visiting the café downstairs,f,3,2026-08-09 21:13:23.227169
1580,270,D,I'll take care of it this afternoon.,f,4,2026-08-09 21:13:23.227169
1581,271,A,The main office,f,1,2026-08-09 21:13:23.227169
1582,271,B,the Italian restaurant,t,2,2026-08-09 21:13:23.227169
1583,271,C,the café downstairs,f,3,2026-08-09 21:13:23.227169
1584,271,D,I'll check the schedule and let you know.,f,4,2026-08-09 21:13:23.227169
1585,272,A,seven o'clock,t,1,2026-08-09 21:13:23.227169
1586,272,B,twelve thirty,f,2,2026-08-09 21:13:23.227169
1587,272,C,On Friday,f,3,2026-08-09 21:13:23.227169
1588,272,D,It's available in the main office.,f,4,2026-08-09 21:13:23.227169
1589,273,A,Preparing train tickets,t,1,2026-08-09 21:13:23.227169
1590,273,B,Changing the train travel,f,2,2026-08-09 21:13:23.227169
1591,273,C,Visiting the ticket office,f,3,2026-08-09 21:13:23.227169
1592,273,D,I'll take care of it this afternoon.,f,4,2026-08-09 21:13:23.227169
1593,274,A,The main office,f,1,2026-08-09 21:13:23.227169
1594,274,B,the station,t,2,2026-08-09 21:13:23.227169
1595,274,C,the ticket office,f,3,2026-08-09 21:13:23.227169
1596,274,D,I'll check the schedule and let you know.,f,4,2026-08-09 21:13:23.227169
1597,275,A,Saturday morning,t,1,2026-08-09 21:13:23.227169
1598,275,B,Monday evening,f,2,2026-08-09 21:13:23.227169
1599,275,C,On Monday,f,3,2026-08-09 21:13:23.227169
1600,275,D,It's available in the main office.,f,4,2026-08-09 21:13:23.227169
1601,276,A,Preparing conference registration,t,1,2026-08-09 21:13:23.227169
1602,276,B,Changing the conference,f,2,2026-08-09 21:13:23.227169
1603,276,C,Visiting the registration desk,f,3,2026-08-09 21:13:23.227169
1604,276,D,I'll take care of it this afternoon.,f,4,2026-08-09 21:13:23.227169
1605,277,A,The main office,f,1,2026-08-09 21:13:23.227169
1606,277,B,the convention center,t,2,2026-08-09 21:13:23.227169
1607,277,C,the registration desk,f,3,2026-08-09 21:13:23.227169
1608,277,D,I'll check the schedule and let you know.,f,4,2026-08-09 21:13:23.227169
1609,278,A,next Monday,t,1,2026-08-09 21:13:23.227169
1610,278,B,Tuesday,f,2,2026-08-09 21:13:23.227169
1611,278,C,On Tuesday,f,3,2026-08-09 21:13:23.227169
1612,278,D,It's available in the main office.,f,4,2026-08-09 21:13:23.227169
1613,279,A,Preparing a replacement order,t,1,2026-08-09 21:13:23.227169
1614,279,B,Changing the customer order,f,2,2026-08-09 21:13:23.227169
1615,279,C,Visiting the service counter,f,3,2026-08-09 21:13:23.227169
1616,279,D,I'll take care of it this afternoon.,f,4,2026-08-09 21:13:23.227169
1617,280,A,The main office,f,1,2026-08-09 21:13:23.227169
1618,280,B,the customer service desk,t,2,2026-08-09 21:13:23.227169
1619,280,C,the service counter,f,3,2026-08-09 21:13:23.227169
1620,280,D,I'll check the schedule and let you know.,f,4,2026-08-09 21:13:23.227169
1621,281,A,next week,t,1,2026-08-09 21:13:23.227169
1622,281,B,Wednesday,f,2,2026-08-09 21:13:23.227169
1623,281,C,On Wednesday,f,3,2026-08-09 21:13:23.227169
1624,281,D,It's available in the main office.,f,4,2026-08-09 21:13:23.227169
681,194,B,The delivery truck is outside.,f,2,2026-08-09 20:15:34.476221
682,194,C,It should arrive tomorrow.,t,3,2026-08-09 20:15:34.476221
683,195,A,The cleaning company comes every evening.,t,1,2026-08-09 20:15:34.476221
684,195,B,The office is very clean.,f,2,2026-08-09 20:15:34.476221
685,195,C,We cleaned it yesterday.,f,3,2026-08-09 20:15:34.476221
686,196,A,The station closes at midnight.,f,1,2026-08-09 20:15:34.476221
687,196,B,Sure. Go straight for two blocks.,t,2,2026-08-09 20:15:34.476221
688,196,C,I took the train yesterday.,f,3,2026-08-09 20:15:34.476221
689,197,A,I need some additional information.,t,1,2026-08-09 20:15:34.476221
690,197,B,The report is on your desk.,f,2,2026-08-09 20:15:34.476221
691,197,C,I finished another report yesterday.,f,3,2026-08-09 20:15:34.476221
692,198,A,The books are due next week.,f,1,2026-08-09 20:15:34.476221
693,198,B,I borrowed them yesterday.,f,2,2026-08-09 20:15:34.476221
694,198,C,At the library's front desk.,t,3,2026-08-09 20:15:34.476221
695,199,A,"Yes, that would be nice.",t,1,2026-08-09 20:15:34.476221
696,199,B,The window is open.,f,2,2026-08-09 20:15:34.476221
697,199,C,We sat there yesterday.,f,3,2026-08-09 20:15:34.476221
698,200,A,It was held at the park.,f,1,2026-08-09 20:15:34.476221
699,200,B,It was a lot of fun.,t,2,2026-08-09 20:15:34.476221
700,200,C,The company organized it.,f,3,2026-08-09 20:15:34.476221
1625,282,A,Preparing the project report,t,1,2026-08-09 21:13:23.227169
1626,282,B,Changing the project deadline,f,2,2026-08-09 21:13:23.227169
1627,282,C,Visiting the finance department,f,3,2026-08-09 21:13:23.227169
1628,282,D,I'll take care of it this afternoon.,f,4,2026-08-09 21:13:23.227169
1629,283,A,The main office,f,1,2026-08-09 21:13:23.227169
1630,283,B,the design office,t,2,2026-08-09 21:13:23.227169
1631,283,C,the finance department,f,3,2026-08-09 21:13:23.227169
1632,283,D,I'll check the schedule and let you know.,f,4,2026-08-09 21:13:23.227169
1633,284,A,Friday,t,1,2026-08-09 21:13:23.227169
1634,284,B,next Friday,f,2,2026-08-09 21:13:23.227169
1635,284,C,On Thursday,f,3,2026-08-09 21:13:23.227169
1636,284,D,It's available in the main office.,f,4,2026-08-09 21:13:23.227169
1637,285,A,Preparing the office computer,t,1,2026-08-09 21:13:23.227169
1638,285,B,Changing the equipment repair,f,2,2026-08-09 21:13:23.227169
1639,285,C,Visiting the repair center,f,3,2026-08-09 21:13:23.227169
1640,285,D,I'll take care of it this afternoon.,f,4,2026-08-09 21:13:23.227169
1641,286,A,The main office,f,1,2026-08-09 21:13:23.227169
1642,286,B,the IT department,t,2,2026-08-09 21:13:23.227169
1643,286,C,the repair center,f,3,2026-08-09 21:13:23.227169
1644,286,D,I'll check the schedule and let you know.,f,4,2026-08-09 21:13:23.227169
1645,287,A,this afternoon,t,1,2026-08-09 21:13:23.227169
1646,287,B,tomorrow,f,2,2026-08-09 21:13:23.227169
1647,287,C,On Friday,f,3,2026-08-09 21:13:23.227169
1648,287,D,It's available in the main office.,f,4,2026-08-09 21:13:23.227169
1649,288,A,Preparing a taxi,t,1,2026-08-09 21:13:23.227169
1650,288,B,Changing the airport plans,f,2,2026-08-09 21:13:23.227169
1651,288,C,Visiting the hotel entrance,f,3,2026-08-09 21:13:23.227169
1652,288,D,I'll take care of it this afternoon.,f,4,2026-08-09 21:13:23.227169
1653,289,A,The main office,f,1,2026-08-09 21:13:23.227169
1654,289,B,the airport,t,2,2026-08-09 21:13:23.227169
1655,289,C,the hotel entrance,f,3,2026-08-09 21:13:23.227169
1656,289,D,I'll check the schedule and let you know.,f,4,2026-08-09 21:13:23.227169
1657,290,A,six thirty,t,1,2026-08-09 21:13:23.227169
1658,290,B,seven fifteen,f,2,2026-08-09 21:13:23.227169
1659,290,C,On Monday,f,3,2026-08-09 21:13:23.227169
1660,290,D,It's available in the main office.,f,4,2026-08-09 21:13:23.227169
1661,291,A,Preparing printer paper,t,1,2026-08-09 21:13:23.227169
1662,291,B,Changing the office supplies,f,2,2026-08-09 21:13:23.227169
1663,291,C,Visiting the copy room,f,3,2026-08-09 21:13:23.227169
1664,291,D,I'll take care of it this afternoon.,f,4,2026-08-09 21:13:23.227169
1665,292,A,The main office,f,1,2026-08-09 21:13:23.227169
1666,292,B,the storage room,t,2,2026-08-09 21:13:23.227169
1667,292,C,the copy room,f,3,2026-08-09 21:13:23.227169
1668,292,D,I'll check the schedule and let you know.,f,4,2026-08-09 21:13:23.227169
1669,293,A,this afternoon,t,1,2026-08-09 21:13:23.227169
1670,293,B,before lunch,f,2,2026-08-09 21:13:23.227169
1671,293,C,On Tuesday,f,3,2026-08-09 21:13:23.227169
1672,293,D,It's available in the main office.,f,4,2026-08-09 21:13:23.227169
1673,294,A,Preparing the sales meeting,t,1,2026-08-09 21:13:23.227169
1674,294,B,Changing the meeting schedule,f,2,2026-08-09 21:13:23.227169
1675,294,C,Visiting the main conference room,f,3,2026-08-09 21:13:23.227169
1676,294,D,I'll take care of it this afternoon.,f,4,2026-08-09 21:13:23.227169
1677,295,A,The main office,f,1,2026-08-09 21:13:23.227169
1678,295,B,Room 204,t,2,2026-08-09 21:13:23.227169
1679,295,C,the main conference room,f,3,2026-08-09 21:13:23.227169
1680,295,D,I'll check the schedule and let you know.,f,4,2026-08-09 21:13:23.227169
1681,296,A,tomorrow morning,t,1,2026-08-09 21:13:23.227169
1682,296,B,Thursday afternoon,f,2,2026-08-09 21:13:23.227169
1683,296,C,On Wednesday,f,3,2026-08-09 21:13:23.227169
1684,296,D,It's available in the main office.,f,4,2026-08-09 21:13:23.227169
