id,lesson_id,title,audio_url,start_seconds,end_seconds,display_order,created_at,updated_at,image_url
181,18,Part 2 - Question Response 081,/listening/part2/dataset01/q81.mp3,,,81,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
182,18,Part 2 - Question Response 082,/listening/part2/dataset01/q82.mp3,,,82,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
183,18,Part 2 - Question Response 083,/listening/part2/dataset01/q83.mp3,,,83,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
184,18,Part 2 - Question Response 084,/listening/part2/dataset01/q84.mp3,,,84,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
185,18,Part 2 - Question Response 085,/listening/part2/dataset01/q85.mp3,,,85,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
186,18,Part 2 - Question Response 086,/listening/part2/dataset01/q86.mp3,,,86,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
187,18,Part 2 - Question Response 087,/listening/part2/dataset01/q87.mp3,,,87,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
188,18,Part 2 - Question Response 088,/listening/part2/dataset01/q88.mp3,,,88,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
189,18,Part 2 - Question Response 089,/listening/part2/dataset01/q89.mp3,,,89,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
190,18,Part 2 - Question Response 090,/listening/part2/dataset01/q90.mp3,,,90,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
191,18,Part 2 - Question Response 091,/listening/part2/dataset01/q91.mp3,,,91,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
192,18,Part 2 - Question Response 092,/listening/part2/dataset01/q92.mp3,,,92,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
193,18,Part 2 - Question Response 093,/listening/part2/dataset01/q93.mp3,,,93,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
194,18,Part 2 - Question Response 094,/listening/part2/dataset01/q94.mp3,,,94,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
195,18,Part 2 - Question Response 095,/listening/part2/dataset01/q95.mp3,,,95,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
196,18,Part 2 - Question Response 096,/listening/part2/dataset01/q96.mp3,,,96,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
197,18,Part 2 - Question Response 097,/listening/part2/dataset01/q97.mp3,,,97,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
198,18,Part 2 - Question Response 098,/listening/part2/dataset01/q98.mp3,,,98,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
199,18,Part 2 - Question Response 099,/listening/part2/dataset01/q99.mp3,,,99,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
200,18,Part 2 - Question Response 100,/listening/part2/dataset01/q100.mp3,,,100,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
201,3,Part 3 - Conversation 01,/listening/part3/dataset01/g001.mp3,0.00,,1,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
202,3,Part 3 - Conversation 02,/listening/part3/dataset01/g002.mp3,0.00,,2,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
203,3,Part 3 - Conversation 03,/listening/part3/dataset01/g003.mp3,0.00,,3,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
204,3,Part 3 - Conversation 04,/listening/part3/dataset01/g004.mp3,0.00,,4,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
205,3,Part 3 - Conversation 05,/listening/part3/dataset01/g005.mp3,0.00,,5,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
206,3,Part 3 - Conversation 06,/listening/part3/dataset01/g006.mp3,0.00,,6,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
207,3,Part 3 - Conversation 07,/listening/part3/dataset01/g007.mp3,0.00,,7,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
208,3,Part 3 - Conversation 08,/listening/part3/dataset01/g008.mp3,0.00,,8,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
209,3,Part 3 - Conversation 09,/listening/part3/dataset01/g009.mp3,0.00,,9,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
210,3,Part 3 - Conversation 10,/listening/part3/dataset01/g010.mp3,0.00,,10,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
211,3,Part 3 - Conversation 11,/listening/part3/dataset01/g011.mp3,0.00,,11,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
212,3,Part 3 - Conversation 12,/listening/part3/dataset01/g012.mp3,0.00,,12,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
213,3,Part 3 - Conversation 13,/listening/part3/dataset01/g013.mp3,0.00,,13,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
214,3,Part 3 - Conversation 14,/listening/part3/dataset01/g014.mp3,0.00,,14,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
215,3,Part 3 - Conversation 15,/listening/part3/dataset01/g015.mp3,0.00,,15,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
216,3,Part 3 - Conversation 16,/listening/part3/dataset01/g016.mp3,0.00,,16,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
217,3,Part 3 - Conversation 17,/listening/part3/dataset01/g017.mp3,0.00,,17,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
218,3,Part 3 - Conversation 18,/listening/part3/dataset01/g018.mp3,0.00,,18,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
219,3,Part 3 - Conversation 19,/listening/part3/dataset01/g019.mp3,0.00,,19,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
220,3,Part 3 - Conversation 20,/listening/part3/dataset01/g020.mp3,0.00,,20,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
221,7,Part 3 - Conversation 21,/listening/part3/dataset01/g021.mp3,0.00,,21,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
222,7,Part 3 - Conversation 22,/listening/part3/dataset01/g022.mp3,0.00,,22,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
223,7,Part 3 - Conversation 23,/listening/part3/dataset01/g023.mp3,0.00,,23,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
224,7,Part 3 - Conversation 24,/listening/part3/dataset01/g024.mp3,0.00,,24,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
225,7,Part 3 - Conversation 25,/listening/part3/dataset01/g025.mp3,0.00,,25,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
226,7,Part 3 - Conversation 26,/listening/part3/dataset01/g026.mp3,0.00,,26,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
227,7,Part 3 - Conversation 27,/listening/part3/dataset01/g027.mp3,0.00,,27,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
228,7,Part 3 - Conversation 28,/listening/part3/dataset01/g028.mp3,0.00,,28,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
229,7,Part 3 - Conversation 29,/listening/part3/dataset01/g029.mp3,0.00,,29,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
230,7,Part 3 - Conversation 30,/listening/part3/dataset01/g030.mp3,0.00,,30,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
231,7,Part 3 - Conversation 31,/listening/part3/dataset01/g031.mp3,0.00,,31,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
232,7,Part 3 - Conversation 32,/listening/part3/dataset01/g032.mp3,0.00,,32,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
233,7,Part 3 - Conversation 33,/listening/part3/dataset01/g033.mp3,0.00,,33,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
234,7,Part 3 - Conversation 34,/listening/part3/dataset01/g034.mp3,0.00,,34,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
235,7,Part 3 - Conversation 35,/listening/part3/dataset01/g035.mp3,0.00,,35,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
236,7,Part 3 - Conversation 36,/listening/part3/dataset01/g036.mp3,0.00,,36,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
237,7,Part 3 - Conversation 37,/listening/part3/dataset01/g037.mp3,0.00,,37,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
238,7,Part 3 - Conversation 38,/listening/part3/dataset01/g038.mp3,0.00,,38,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
239,7,Part 3 - Conversation 39,/listening/part3/dataset01/g039.mp3,0.00,,39,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
240,7,Part 3 - Conversation 40,/listening/part3/dataset01/g040.mp3,0.00,,40,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
241,11,Part 3 - Conversation 41,/listening/part3/dataset01/g041.mp3,0.00,,41,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
242,11,Part 3 - Conversation 42,/listening/part3/dataset01/g042.mp3,0.00,,42,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
243,11,Part 3 - Conversation 43,/listening/part3/dataset01/g043.mp3,0.00,,43,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
244,11,Part 3 - Conversation 44,/listening/part3/dataset01/g044.mp3,0.00,,44,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
245,11,Part 3 - Conversation 45,/listening/part3/dataset01/g045.mp3,0.00,,45,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
246,11,Part 3 - Conversation 46,/listening/part3/dataset01/g046.mp3,0.00,,46,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
247,11,Part 3 - Conversation 47,/listening/part3/dataset01/g047.mp3,0.00,,47,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
248,11,Part 3 - Conversation 48,/listening/part3/dataset01/g048.mp3,0.00,,48,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
249,11,Part 3 - Conversation 49,/listening/part3/dataset01/g049.mp3,0.00,,49,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
250,11,Part 3 - Conversation 50,/listening/part3/dataset01/g050.mp3,0.00,,50,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
251,11,Part 3 - Conversation 51,/listening/part3/dataset01/g051.mp3,0.00,,51,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
252,11,Part 3 - Conversation 52,/listening/part3/dataset01/g052.mp3,0.00,,52,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
253,11,Part 3 - Conversation 53,/listening/part3/dataset01/g053.mp3,0.00,,53,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
254,11,Part 3 - Conversation 54,/listening/part3/dataset01/g054.mp3,0.00,,54,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
255,11,Part 3 - Conversation 55,/listening/part3/dataset01/g055.mp3,0.00,,55,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
256,11,Part 3 - Conversation 56,/listening/part3/dataset01/g056.mp3,0.00,,56,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
257,11,Part 3 - Conversation 57,/listening/part3/dataset01/g057.mp3,0.00,,57,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
258,11,Part 3 - Conversation 58,/listening/part3/dataset01/g058.mp3,0.00,,58,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
259,11,Part 3 - Conversation 59,/listening/part3/dataset01/g059.mp3,0.00,,59,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
260,11,Part 3 - Conversation 60,/listening/part3/dataset01/g060.mp3,0.00,,60,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
261,15,Part 3 - Conversation 61,/listening/part3/dataset01/g061.mp3,0.00,,61,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
262,15,Part 3 - Conversation 62,/listening/part3/dataset01/g062.mp3,0.00,,62,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
263,15,Part 3 - Conversation 63,/listening/part3/dataset01/g063.mp3,0.00,,63,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
264,15,Part 3 - Conversation 64,/listening/part3/dataset01/g064.mp3,0.00,,64,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
265,15,Part 3 - Conversation 65,/listening/part3/dataset01/g065.mp3,0.00,,65,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
266,15,Part 3 - Conversation 66,/listening/part3/dataset01/g066.mp3,0.00,,66,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
267,15,Part 3 - Conversation 67,/listening/part3/dataset01/g067.mp3,0.00,,67,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
268,15,Part 3 - Conversation 68,/listening/part3/dataset01/g068.mp3,0.00,,68,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
269,15,Part 3 - Conversation 69,/listening/part3/dataset01/g069.mp3,0.00,,69,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
270,15,Part 3 - Conversation 70,/listening/part3/dataset01/g070.mp3,0.00,,70,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
271,15,Part 3 - Conversation 71,/listening/part3/dataset01/g071.mp3,0.00,,71,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
272,15,Part 3 - Conversation 72,/listening/part3/dataset01/g072.mp3,0.00,,72,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
273,15,Part 3 - Conversation 73,/listening/part3/dataset01/g073.mp3,0.00,,73,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
274,15,Part 3 - Conversation 74,/listening/part3/dataset01/g074.mp3,0.00,,74,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
275,15,Part 3 - Conversation 75,/listening/part3/dataset01/g075.mp3,0.00,,75,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
276,15,Part 3 - Conversation 76,/listening/part3/dataset01/g076.mp3,0.00,,76,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
277,15,Part 3 - Conversation 77,/listening/part3/dataset01/g077.mp3,0.00,,77,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
278,15,Part 3 - Conversation 78,/listening/part3/dataset01/g078.mp3,0.00,,78,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
279,15,Part 3 - Conversation 79,/listening/part3/dataset01/g079.mp3,0.00,,79,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
280,15,Part 3 - Conversation 80,/listening/part3/dataset01/g080.mp3,0.00,,80,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
281,19,Part 3 - Conversation 81,/listening/part3/dataset01/g081.mp3,0.00,,81,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
282,19,Part 3 - Conversation 82,/listening/part3/dataset01/g082.mp3,0.00,,82,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
283,19,Part 3 - Conversation 83,/listening/part3/dataset01/g083.mp3,0.00,,83,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
284,19,Part 3 - Conversation 84,/listening/part3/dataset01/g084.mp3,0.00,,84,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
285,19,Part 3 - Conversation 85,/listening/part3/dataset01/g085.mp3,0.00,,85,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
286,19,Part 3 - Conversation 86,/listening/part3/dataset01/g086.mp3,0.00,,86,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
287,19,Part 3 - Conversation 87,/listening/part3/dataset01/g087.mp3,0.00,,87,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
288,19,Part 3 - Conversation 88,/listening/part3/dataset01/g088.mp3,0.00,,88,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
289,19,Part 3 - Conversation 89,/listening/part3/dataset01/g089.mp3,0.00,,89,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
290,19,Part 3 - Conversation 90,/listening/part3/dataset01/g090.mp3,0.00,,90,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
291,19,Part 3 - Conversation 91,/listening/part3/dataset01/g091.mp3,0.00,,91,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
292,19,Part 3 - Conversation 92,/listening/part3/dataset01/g092.mp3,0.00,,92,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
293,19,Part 3 - Conversation 93,/listening/part3/dataset01/g093.mp3,0.00,,93,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
294,19,Part 3 - Conversation 94,/listening/part3/dataset01/g094.mp3,0.00,,94,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
295,19,Part 3 - Conversation 95,/listening/part3/dataset01/g095.mp3,0.00,,95,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
296,19,Part 3 - Conversation 96,/listening/part3/dataset01/g096.mp3,0.00,,96,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
297,19,Part 3 - Conversation 97,/listening/part3/dataset01/g097.mp3,0.00,,97,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
298,19,Part 3 - Conversation 98,/listening/part3/dataset01/g098.mp3,0.00,,98,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
299,19,Part 3 - Conversation 99,/listening/part3/dataset01/g099.mp3,0.00,,99,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
300,19,Part 3 - Conversation 100,/listening/part3/dataset01/g100.mp3,0.00,,100,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
