id,question_id,option_label,option_text,display_order,is_correct
10600,2701,B,articles,2,f
10601,2701,C,prepositions,3,f
10602,2701,D,pronouns,4,f
10603,2702,A,verb tenses,1,f
10604,2702,B,articles,2,f
10605,2702,C,pronouns,3,f
10606,2702,D,conjunctions,4,f
10607,2703,A,pronouns,1,f
10608,2703,B,conjunctions,2,f
10609,2703,C,prepositions,3,f
10610,2703,D,articles,4,f
10611,2704,A,conjunctions,1,f
10612,2704,B,prepositions,2,f
10613,2704,C,pronouns,3,f
10614,2704,D,verb tenses,4,f
10615,2705,A,prepositions,1,f
10616,2705,B,conjunctions,2,f
10617,2705,C,verb tenses,3,f
10618,2705,D,articles,4,f
10619,2706,A,prepositions,1,f
10620,2706,B,verb tenses,2,f
10621,2706,C,articles,3,f
10622,2706,D,pronouns,4,f
10623,2707,A,articles,1,f
10624,2707,B,pronouns,2,f
10625,2707,C,conjunctions,3,f
10626,2707,D,verb tenses,4,f
10627,2708,A,pronouns,1,f
10628,2708,B,conjunctions,2,f
10629,2708,C,articles,3,f
10630,2708,D,prepositions,4,f
10631,2709,A,pronouns,1,f
10632,2709,B,conjunctions,2,f
10633,2709,C,prepositions,3,f
10634,2709,D,verb tenses,4,f
10635,2710,A,prepositions,1,f
10636,2710,B,conjunctions,2,f
10637,2710,C,verb tenses,3,f
10638,2710,D,articles,4,f
10639,2711,A,prepositions,1,f
10640,2711,B,verb tenses,2,f
10641,2711,C,articles,3,f
10642,2711,D,pronouns,4,f
10643,2712,A,verb tenses,1,f
10644,2712,B,articles,2,f
10645,2712,C,pronouns,3,f
10646,2712,D,conjunctions,4,f
10647,2713,A,pronouns,1,f
10648,2713,B,conjunctions,2,f
10649,2713,C,articles,3,f
10650,2713,D,prepositions,4,f
10651,2714,A,conjunctions,1,f
10652,2714,B,pronouns,2,f
10653,2714,C,prepositions,3,f
10654,2714,D,verb tenses,4,f
10655,2715,A,prepositions,1,f
10656,2715,B,verb tenses,2,f
10657,2715,C,conjunctions,3,f
10658,2715,D,articles,4,f
10659,2716,A,prepositions,1,f
10660,2716,B,verb tenses,2,f
10661,2716,C,articles,3,f
10662,2716,D,pronouns,4,f
10663,2717,A,articles,1,f
10664,2717,B,verb tenses,2,f
10665,2717,C,pronouns,3,f
10666,2717,D,conjunctions,4,f
10667,2718,A,articles,1,f
10668,2718,B,pronouns,2,f
10669,2718,C,conjunctions,3,f
10670,2718,D,prepositions,4,f
10671,2719,A,conjunctions,1,f
10672,2719,B,prepositions,2,f
10673,2719,C,pronouns,3,f
10674,2719,D,verb tenses,4,f
10675,2720,A,prepositions,1,f
10676,2720,B,verb tenses,2,f
10677,2720,C,articles,3,f
10678,2720,D,conjunctions,4,f
10679,2721,A,prepositions,1,f
10680,2721,B,verb tenses,2,f
10681,2721,C,articles,3,f
10682,2721,D,pronouns,4,f
10683,2722,A,articles,1,f
10684,2722,B,pronouns,2,f
10685,2722,C,conjunctions,3,f
10686,2722,D,verb tenses,4,f
10687,2723,A,pronouns,1,f
10688,2723,B,conjunctions,2,f
10689,2723,C,prepositions,3,f
10690,2723,D,articles,4,f
10691,2724,A,conjunctions,1,f
10692,2724,B,prepositions,2,f
10693,2724,C,pronouns,3,f
10694,2724,D,verb tenses,4,f
10695,2725,A,prepositions,1,f
10696,2725,B,verb tenses,2,f
10697,2725,C,articles,3,f
10698,2725,D,conjunctions,4,f
10699,2726,A,verb tenses,1,f
10700,2726,B,prepositions,2,f
10701,2726,C,articles,3,f
10702,2726,D,pronouns,4,f
10703,2727,A,articles,1,f
10704,2727,B,pronouns,2,f
10705,2727,C,verb tenses,3,f
10706,2727,D,conjunctions,4,f
10707,2728,A,pronouns,1,f
10708,2728,B,conjunctions,2,f
10709,2728,C,prepositions,3,f
10710,2728,D,articles,4,f
10711,2729,A,conjunctions,1,f
10712,2729,B,pronouns,2,f
10713,2729,C,prepositions,3,f
10714,2729,D,verb tenses,4,f
10715,2730,A,prepositions,1,f
10716,2730,B,conjunctions,2,f
10717,2730,C,verb tenses,3,f
10718,2730,D,articles,4,f
10719,2731,A,regards,1,f
10720,2731,B,concerns,2,f
10721,2731,C,involves,3,f
10722,2731,D,discusses,4,f
10723,2732,A,review,1,f
10724,2732,B,ignore,2,f
10725,2732,C,delete,3,f
10726,2732,D,forward,4,f
10727,2733,A,respond,1,f
10728,2733,B,reject,2,f
10729,2733,C,accept,3,f
10730,2733,D,delay,4,f
10731,2734,A,immediately,1,f
10732,2734,B,later,2,f
10733,2734,C,never,3,f
10734,2734,D,accordingly,4,f
10735,2735,A,regards,1,f
10736,2735,B,concerns,2,f
10737,2735,C,involves,3,f
10738,2735,D,discusses,4,f
10739,2736,A,ignore,1,f
10740,2736,B,delete,2,f
10741,2736,C,review,3,f
10742,2736,D,forward,4,f
10743,2737,A,reject,1,f
10744,2737,B,accept,2,f
10745,2737,C,respond,3,f
10746,2737,D,delay,4,f
10747,2738,A,immediately,1,f
10748,2738,B,later,2,f
10749,2738,C,never,3,f
10750,2738,D,accordingly,4,f
10751,2739,A,regards,1,f
10752,2739,B,involves,2,f
10753,2739,C,discusses,3,f
10754,2739,D,concerns,4,f
10755,2740,A,ignore,1,f
10756,2740,B,delete,2,f
10757,2740,C,review,3,f
10758,2740,D,forward,4,f
10759,2741,A,reject,1,f
10760,2741,B,accept,2,f
10761,2741,C,delay,3,f
10762,2741,D,respond,4,f
10763,2742,A,immediately,1,f
10764,2742,B,later,2,f
10765,2742,C,never,3,f
10766,2742,D,accordingly,4,f
10767,2743,A,regards,1,f
10768,2743,B,concerns,2,f
10769,2743,C,involves,3,f
10770,2743,D,discusses,4,f
10771,2744,A,ignore,1,f
10772,2744,B,review,2,f
10773,2744,C,delete,3,f
10774,2744,D,forward,4,f
10775,2745,A,reject,1,f
10776,2745,B,accept,2,f
10777,2745,C,delay,3,f
10778,2745,D,respond,4,f
10779,2746,A,immediately,1,f
10780,2746,B,later,2,f
10781,2746,C,accordingly,3,f
10782,2746,D,never,4,f
10783,2747,A,The regarding the project deadline,1,f
10784,2747,B,The project,2,f
10785,2747,C,The meeting,3,f
10786,2747,D,The budget,4,f
10787,2748,A,Company Name,1,f
10788,2748,B,Management,2,f
10789,2748,C,HR,3,f
10790,2748,D,IT,4,f
10791,2749,A,Read carefully,1,f
10792,2749,B,Ignore it,2,f
10793,2749,C,Delete it,3,f
10794,2749,D,Forward it,4,f
10795,2750,A,The regarding the project deadline,1,f
10796,2750,B,The project,2,f
10797,2750,C,The meeting,3,f
10798,2750,D,The budget,4,f
10799,2751,A,The project,1,f
10800,2751,B,The meeting,2,f
10801,2751,C,The about the client meeting,3,f
10802,2751,D,The budget,4,f
10803,2752,A,Management,1,f
10804,2752,B,HR,2,f
10805,2752,C,IT,3,f
10806,2752,D,Company Name,4,f
10807,2753,A,Read carefully,1,f
10808,2753,B,Ignore it,2,f
10809,2753,C,Delete it,3,f
10810,2753,D,Forward it,4,f
10811,2754,A,The project,1,f
10812,2754,B,The meeting,2,f
10813,2754,C,The concerning the budget approval,3,f
10814,2754,D,The budget,4,f
10815,2755,A,Management,1,f
10816,2755,B,HR,2,f
10817,2755,C,Company Name,3,f
10818,2755,D,IT,4,f
10819,2756,A,Read carefully,1,f
10820,2756,B,Ignore it,2,f
10821,2756,C,Delete it,3,f
10822,2756,D,Forward it,4,f
10823,2757,A,The project,1,f
10824,2757,B,The meeting,2,f
10825,2757,C,The concerning the budget approval,3,f
10826,2757,D,The budget,4,f
10827,2758,A,The project,1,f
10828,2758,B,The meeting,2,f
10829,2758,C,The regarding the schedule change,3,f
10830,2758,D,The budget,4,f
10831,2759,A,Management,1,f
10832,2759,B,Company Name,2,f
10833,2759,C,HR,3,f
10834,2759,D,IT,4,f
10835,2760,A,Ignore it,1,f
10836,2760,B,Delete it,2,f
10837,2760,C,Forward it,3,f
10838,2760,D,Read carefully,4,f
10839,2761,A,The project,1,f
10840,2761,B,The meeting,2,f
10841,2761,C,The budget,3,f
10842,2761,D,The about the contract renewal,4,f
10843,2762,A,Management,1,f
10844,2762,B,HR,2,f
10845,2762,C,IT,3,f
10846,2762,D,Company Name,4,f
10847,2763,A,Ignore it,1,f
10848,2763,B,Delete it,2,f
10849,2763,C,Forward it,3,f
10850,2763,D,Read carefully,4,f
10851,2764,A,The project,1,f
10852,2764,B,The meeting,2,f
10853,2764,C,The about the contract renewal,3,f
10854,2764,D,The budget,4,f
10855,2765,A,The project,1,f
10856,2765,B,The regarding the product launch,2,f
10857,2765,C,The meeting,3,f
10858,2765,D,The budget,4,f
10859,2766,A,Management,1,f
10860,2766,B,Company Name,2,f
10861,2766,C,HR,3,f
10862,2766,D,IT,4,f
10863,2767,A,Read carefully,1,f
10864,2767,B,Ignore it,2,f
10865,2767,C,Delete it,3,f
10866,2767,D,Forward it,4,f
10867,2768,A,The project,1,f
10868,2768,B,The meeting,2,f
10869,2768,C,The about the team training,3,f
10870,2768,D,The budget,4,f
10871,2769,A,Management,1,f
10872,2769,B,Company Name,2,f
10873,2769,C,HR,3,f
10874,2769,D,IT,4,f
10875,2770,A,Ignore it,1,f
10876,2770,B,Read carefully,2,f
10877,2770,C,Delete it,3,f
10878,2770,D,Forward it,4,f
10879,2771,A,The about the team training,1,f
10880,2771,B,The project,2,f
10881,2771,C,The meeting,3,f
10882,2771,D,The budget,4,f
10883,2772,A,The project,1,f
10884,2772,B,The meeting,2,f
10885,2772,C,The budget,3,f
10886,2772,D,The concerning the security update,4,f
10887,2773,A,Management,1,f
10888,2773,B,HR,2,f
10889,2773,C,IT,3,f
10890,2773,D,Company Name,4,f
10891,2774,A,Ignore it,1,f
10892,2774,B,Delete it,2,f
10893,2774,C,Read carefully,3,f
10894,2774,D,Forward it,4,f
10895,2775,A,The project,1,f
10896,2775,B,The meeting,2,f
10897,2775,C,The regarding the system upgrade,3,f
10898,2775,D,The budget,4,f
10899,2776,A,Management,1,f
10900,2776,B,HR,2,f
10901,2776,C,IT,3,f
10902,2776,D,Company Name,4,f
10903,2777,A,Ignore it,1,f
10904,2777,B,Delete it,2,f
10905,2777,C,Read carefully,3,f
10906,2777,D,Forward it,4,f
10907,2778,A,The project,1,f
10908,2778,B,The regarding the system upgrade,2,f
10909,2778,C,The meeting,3,f
10910,2778,D,The budget,4,f
10911,2779,A,The project,1,f
10912,2779,B,The meeting,2,f
10913,2779,C,The about the policy change,3,f
10914,2779,D,The budget,4,f
10915,2780,A,Management,1,f
10916,2780,B,HR,2,f
10917,2780,C,Company Name,3,f
10918,2780,D,IT,4,f
10919,2781,A,Ignore it,1,f
10920,2781,B,Read carefully,2,f
10921,2781,C,Delete it,3,f
10922,2781,D,Forward it,4,f
10923,2782,A,The project,1,f
10924,2782,B,The meeting,2,f
10925,2782,C,The budget,3,f
10926,2782,D,The regarding the office relocation,4,f
10927,2783,A,Management,1,f
10928,2783,B,Company Name,2,f
10929,2783,C,HR,3,f
10930,2783,D,IT,4,f
10931,2784,A,Ignore it,1,f
10932,2784,B,Delete it,2,f
10933,2784,C,Read carefully,3,f
10934,2784,D,Forward it,4,f
10935,2785,A,The project,1,f
10936,2785,B,The meeting,2,f
10937,2785,C,The regarding the office relocation,3,f
10938,2785,D,The budget,4,f
10939,2786,A,The project,1,f
10940,2786,B,The meeting,2,f
10941,2786,C,The budget,3,f
10942,2786,D,The about the holiday schedule,4,f
10943,2787,A,Management,1,f
10944,2787,B,HR,2,f
10945,2787,C,Company Name,3,f
10946,2787,D,IT,4,f
10947,2788,A,Ignore it,1,f
10948,2788,B,Read carefully,2,f
10949,2788,C,Delete it,3,f
10950,2788,D,Forward it,4,f
10951,2789,A,The project,1,f
10952,2789,B,The meeting,2,f
10953,2789,C,The budget,3,f
10954,2789,D,The concerning the salary review,4,f
10955,2790,A,Company Name,1,f
10956,2790,B,Management,2,f
10957,2790,C,HR,3,f
10958,2790,D,IT,4,f
10959,2791,A,Ignore it,1,f
10960,2791,B,Delete it,2,f
10961,2791,C,Forward it,3,f
10962,2791,D,Read carefully,4,f
10963,2792,A,The project,1,f
10964,2792,B,The meeting,2,f
10965,2792,C,The budget,3,f
10966,2792,D,The concerning the salary review,4,f
10967,2793,A,The project,1,f
10968,2793,B,The regarding the new procedure,2,f
10969,2793,C,The meeting,3,f
10970,2793,D,The budget,4,f
10971,2794,A,Management,1,f
10972,2794,B,Company Name,2,f
10973,2794,C,HR,3,f
10974,2794,D,IT,4,f
10975,2795,A,Ignore it,1,f
10976,2795,B,Read carefully,2,f
10977,2795,C,Delete it,3,f
10978,2795,D,Forward it,4,f
10979,2796,A,The regarding the new procedure,1,f
10980,2796,B,The project,2,f
10981,2796,C,The meeting,3,f
10982,2796,D,The budget,4,f
10983,2797,A,The project,1,f
10984,2797,B,The meeting,2,f
10985,2797,C,The about the equipment order,3,f
10986,2797,D,The budget,4,f
10987,2798,A,Management,1,f
10988,2798,B,HR,2,f
10989,2798,C,Company Name,3,f
10990,2798,D,IT,4,f
10991,2799,A,Ignore it,1,f
10992,2799,B,Delete it,2,f
10993,2799,C,Read carefully,3,f
10994,2799,D,Forward it,4,f
10995,2800,A,The project,1,f
10996,2800,B,The about the equipment order,2,f
10997,2800,C,The meeting,3,f
10998,2800,D,The budget,4,f
10999,2801,A,The person is writing content.,1,f
11000,2801,B,The person is producing articles.,2,f
11001,2801,C,The person is creating posts.,3,f
11002,2802,A,The person is improving ranking.,1,f
11003,2802,B,The person is optimizing SEO.,2,f
11004,2802,C,The person is enhancing visibility.,3,f
11005,2803,A,The person is managing relationships.,1,f
11006,2803,B,The person is building connections.,2,f
11007,2803,C,The person is maintaining clients.,3,f
11008,2804,A,The person is studying rivals.,1,f
11009,2804,B,The person is researching market.,2,f
11010,2804,C,The person is analyzing competitors.,3,f
11011,2805,A,The person is evaluating users.,1,f
11012,2805,B,The person is gathering feedback.,2,f
11013,2805,D,The person is conducting testing.,4,f
11014,2806,A,The person is resolving issues.,1,f
11015,2806,B,The person is patching code.,2,f
11016,2806,C,The person is fixing bugs.,3,f
11017,2807,A,Wait until Monday,1,f
11018,2807,B,Ask for extension,2,f
11019,2807,C,Cancel project,3,f
11020,2807,D,Submit by Friday,4,f
11021,2808,A,2 hours,1,f
11022,2808,B,45 minutes,2,f
11023,2808,C,All day,3,f
11024,2808,D,10 minutes,4,f
11025,2809,A,Out of stock,1,f
11026,2809,B,Pre-order only,2,f
11027,2809,C,50 in stock,3,f
11028,2809,D,Limited quantity,4,f
11029,2810,A,Free,1,f
11030,2810,B,$150 per month,2,f
11031,2810,C,$500 per year,3,f
11032,2810,D,Pay per use,4,f
11033,2811,A,I'm too busy,1,f
11034,2811,B,Ask someone else,2,f
11035,2811,C,Not my responsibility,3,f
11036,2811,D,"Yes, immediately",4,f
11037,2812,A,Exact time,1,f
11038,2812,B,Whenever,2,f
11039,2812,C,Don't come,3,f
11040,2812,D,15 minutes early,4,f
11041,2813,A,Not yet,1,f
11042,2813,B,On your desk,2,f
11043,2813,C,Need more time,3,f
11044,2813,D,Cancelled,4,f
11045,2814,A,Over 100,1,f
11046,2814,B,25 participants,2,f
11047,2814,C,Just a few,3,f
11048,2814,D,Nobody,4,f
11049,2815,A,Street only,1,f
11050,2815,B,Visitor lot,2,f
11051,2815,C,No parking,3,f
11052,2815,D,Valet,4,f
11053,2816,A,Formal,1,f
11054,2816,B,Casual,2,f
11055,2816,C,Business casual,3,f
11056,2816,D,Costume,4,f
11057,2817,A,No need,1,f
11058,2817,B,Optional,2,f
11059,2817,C,Tablets only,3,f
11060,2817,D,"Yes, for presentation",4,f
11061,2818,A,Main entrance with ID,1,f
11062,2818,B,Side entrance,2,f
11063,2818,C,Back door,3,f
11064,2818,D,Roof access,4,f
11065,2819,A,6 PM,1,f
11066,2819,B,9 PM weekdays,2,f
11067,2819,C,24 hours,3,f
11068,2819,D,Closed today,4,f
11069,2820,A,No discount,1,f
11070,2820,B,Seasonal sale,2,f
11071,2820,C,10% off members,3,f
11072,2820,D,Student discount,4,f
11073,2821,A,"No, fixed time",1,f
11074,2821,B,Maybe later,2,f
11075,2821,C,Cancel instead,3,f
11076,2821,D,"Yes, call to reschedule",4,f
11077,2822,A,Basic service only,1,f
11078,2822,B,Premium features,2,f
11079,2822,C,Full service with support,3,f
11080,2822,D,Nothing included,4,f
11081,2823,A,Email support,1,f
11082,2823,B,Use the app,2,f
11083,2823,C,No support,3,f
11084,2823,D,Call 1-800-555-1234,4,f
11085,2824,A,2 years remaining,1,f
11086,2824,B,Expired last month,2,f
11087,2824,C,Lifetime warranty,3,f
11088,2824,D,No warranty,4,f
11089,2825,A,Cash only,1,f
11090,2825,B,All major cards,2,f
11091,2825,C,Cryptocurrency,3,f
11092,2825,D,Credit cards and cash,4,f
11093,2826,A,No refunds,1,f
11094,2826,B,Store credit only,2,f
11095,2826,C,Partial refund,3,f
11096,2826,D,Within 30 days,4,f
11097,2827,A,Lifetime warranty,1,f
11098,2827,B,6 months,2,f
11099,2827,C,No warranty,3,f
11100,2827,D,One year from purchase,4,f
11101,2828,A,Free installation,1,f
11102,2828,B,Paid service,2,f
11103,2828,C,DIY only,3,f
11104,2828,D,No installation,4,f
11105,2829,A,Made from recycled materials,1,f
11106,2829,B,No,2,f
11107,2829,C,Partially eco-friendly,3,f
11108,2829,D,Unknown,4,f
11109,2830,A,No tracking,1,f
11110,2830,B,Online tracking available,2,f
11111,2830,C,Email updates only,3,f
11112,2830,D,Call for status,4,f
11113,2831,A,Next day delivery,1,f
11114,2831,B,2 weeks,2,f
11115,2831,C,3-5 business days,3,f
11116,2831,D,Same day,4,f
11117,2832,A,On track,1,f
11118,2832,B,Delayed,2,f
11119,2832,C,Cancelled,3,f
11120,2832,D,Behind schedule,4,f
11121,2833,A,Finalize the report,1,f
11122,2833,B,Start over,2,f
11123,2833,C,Cancel it,3,f
11124,2833,D,Delay it,4,f
11125,2834,A,The client,1,f
11126,2834,B,The team,2,f
11127,2834,C,Management,3,f
11128,2834,D,External consultants,4,f
11129,2835,A,Delayed,1,f
11130,2835,B,Cancelled,2,f
11131,2835,C,On track,3,f
11132,2835,D,Behind schedule,4,f
11133,2836,A,Start over,1,f
11134,2836,B,Cancel it,2,f
11135,2836,C,Finalize the report,3,f
11136,2836,D,Delay it,4,f
11137,2837,A,The client,1,f
11138,2837,B,Management,2,f
11139,2837,C,The team,3,f
11140,2837,D,External consultants,4,f
11141,2838,A,Delayed,1,f
11142,2838,B,On track,2,f
11143,2838,C,Cancelled,3,f
11144,2838,D,Behind schedule,4,f
11145,2839,A,Start over,1,f
11146,2839,B,Cancel it,2,f
11147,2839,C,Delay it,3,f
11148,2839,D,Finalize the report,4,f
11149,2840,A,The client,1,f
11150,2840,B,The team,2,f
11151,2840,C,Management,3,f
11152,2840,D,External consultants,4,f
11153,2841,A,Delayed,1,f
11154,2841,B,On track,2,f
11155,2841,C,Cancelled,3,f
11156,2841,D,Behind schedule,4,f
11157,2842,A,Finalize the report,1,f
11158,2842,B,Start over,2,f
11159,2842,C,Cancel it,3,f
11160,2842,D,Delay it,4,f
11161,2843,A,The client,1,f
11162,2843,B,Management,2,f
11163,2843,C,The team,3,f
11164,2843,D,External consultants,4,f
11165,2844,A,Delayed,1,f
11166,2844,B,Cancelled,2,f
11167,2844,C,On track,3,f
11168,2844,D,Behind schedule,4,f
11169,2845,A,Start over,1,f
11170,2845,B,Finalize the report,2,f
11171,2845,C,Cancel it,3,f
11172,2845,D,Delay it,4,f
11173,2846,A,The client,1,f
11174,2846,B,Management,2,f
11175,2846,C,The team,3,f
11176,2846,D,External consultants,4,f
11177,2847,A,Delayed,1,f
11178,2847,B,Cancelled,2,f
11179,2847,C,On track,3,f
11180,2847,D,Behind schedule,4,f
11181,2848,A,Start over,1,f
11182,2848,B,Cancel it,2,f
11183,2848,C,Delay it,3,f
11184,2848,D,Finalize the report,4,f
11185,2849,A,The team,1,f
11186,2849,B,The client,2,f
11187,2849,C,Management,3,f
11188,2849,D,External consultants,4,f
11189,2850,A,Delayed,1,f
11190,2850,B,Cancelled,2,f
11191,2850,C,Behind schedule,3,f
11192,2850,D,On track,4,f
11193,2851,A,Finalize the report,1,f
11194,2851,B,Start over,2,f
11195,2851,C,Cancel it,3,f
11196,2851,D,Delay it,4,f
11197,2852,A,The client,1,f
11198,2852,B,Management,2,f
11199,2852,C,The team,3,f
11200,2852,D,External consultants,4,f
11201,2853,A,On track,1,f
11202,2853,B,Delayed,2,f
11203,2853,C,Cancelled,3,f
11204,2853,D,Behind schedule,4,f
11205,2854,A,Start over,1,f
11206,2854,B,Cancel it,2,f
11207,2854,C,Finalize the report,3,f
11208,2854,D,Delay it,4,f
11209,2855,A,The client,1,f
11210,2855,B,Management,2,f
11211,2855,C,The team,3,f
11212,2855,D,External consultants,4,f
11213,2856,A,Delayed,1,f
11214,2856,B,On track,2,f
11215,2856,C,Cancelled,3,f
11216,2856,D,Behind schedule,4,f
11217,2857,A,Start over,1,f
11218,2857,B,Cancel it,2,f
11219,2857,C,Delay it,3,f
11220,2857,D,Finalize the report,4,f
11221,2858,A,The client,1,f
11222,2858,B,Management,2,f
11223,2858,C,External consultants,3,f
11224,2858,D,The team,4,f
11225,2859,A,Delayed,1,f
11226,2859,B,Cancelled,2,f
11227,2859,C,On track,3,f
11228,2859,D,Behind schedule,4,f
11229,2860,A,Finalize the report,1,f
11230,2860,B,Start over,2,f
11231,2860,C,Cancel it,3,f
11232,2860,D,Delay it,4,f
11233,2861,A,The client,1,f
11234,2861,B,Management,2,f
11235,2861,C,The team,3,f
11236,2861,D,External consultants,4,f
11237,2862,A,On track,1,f
11238,2862,B,Delayed,2,f
11239,2862,C,Cancelled,3,f
11240,2862,D,Behind schedule,4,f
11241,2863,A,Start over,1,f
11242,2863,B,Finalize the report,2,f
11243,2863,C,Cancel it,3,f
11244,2863,D,Delay it,4,f
11245,2864,A,The client,1,f
11246,2864,B,The team,2,f
11247,2864,C,Management,3,f
11248,2864,D,External consultants,4,f
11249,2865,A,Delayed,1,f
11250,2865,B,On track,2,f
11251,2865,C,Cancelled,3,f
11252,2865,D,Behind schedule,4,f
11253,2866,A,Start over,1,f
11254,2866,B,Finalize the report,2,f
11255,2866,C,Cancel it,3,f
11256,2866,D,Delay it,4,f
11257,2867,A,The client,1,f
11258,2867,B,Management,2,f
11259,2867,C,External consultants,3,f
11260,2867,D,The team,4,f
11261,2868,A,Delayed,1,f
11262,2868,B,Cancelled,2,f
11263,2868,C,Behind schedule,3,f
11264,2868,D,On track,4,f
11265,2869,A,Start over,1,f
11266,2869,B,Finalize the report,2,f
11267,2869,C,Cancel it,3,f
11268,2869,D,Delay it,4,f
11269,2870,A,The team,1,f
11270,2870,B,The client,2,f
11271,2870,C,Management,3,f
11272,2870,D,External consultants,4,f
11273,2871,A,weather alert,1,f
11274,2871,B,flight departure,2,f
11275,2871,C,facility update,3,f
11276,2871,D,service change,4,f
11277,2872,A,Gate 13,1,f
11278,2872,B,Gate 14,2,f
11279,2872,C,Gate 11,3,f
11280,2872,D,Gate 15,4,f
11281,2873,A,Proceed to gate,1,f
11282,2873,B,Wait here,2,f
11283,2873,C,Go to check-in,3,f
11284,2873,D,Contact staff,4,f
11285,2874,A,facility update,1,f
11286,2874,B,service change,2,f
11287,2874,C,safety notice,3,f
11288,2874,D,weather alert,4,f
11289,2875,A,Gate 14,1,f
11290,2875,B,Gate 12,2,f
11291,2875,C,Gate 15,3,f
11292,2875,D,Gate 16,4,f
11293,2876,A,Wait here,1,f
11294,2876,B,Go to check-in,2,f
11295,2876,C,Proceed to gate,3,f
11296,2876,D,Contact staff,4,f
11297,2877,A,facility update,1,f
11298,2877,B,service change,2,f
11299,2877,C,safety notice,3,f
11300,2877,D,flight departure,4,f
11301,2878,A,Gate 13,1,f
11302,2878,B,Gate 15,2,f
11303,2878,C,Gate 16,3,f
11304,2878,D,Gate 17,4,f
11305,2879,A,Wait here,1,f
11306,2879,B,Go to check-in,2,f
11307,2879,C,Contact staff,3,f
11308,2879,D,Proceed to gate,4,f
11309,2880,A,safety notice,1,f
11310,2880,B,flight departure,2,f
11311,2880,C,weather alert,3,f
11312,2880,D,service change,4,f
11313,2881,A,Gate 16,1,f
11314,2881,B,Gate 17,2,f
11315,2881,C,Gate 14,3,f
11316,2881,D,Gate 18,4,f
11317,2882,A,Wait here,1,f
11318,2882,B,Proceed to gate,2,f
11319,2882,C,Go to check-in,3,f
11320,2882,D,Contact staff,4,f
11321,2883,A,safety notice,1,f
11322,2883,B,flight departure,2,f
11323,2883,C,weather alert,3,f
11324,2883,D,facility update,4,f
11325,2884,A,Gate 17,1,f
11326,2884,B,Gate 18,2,f
11327,2884,C,Gate 15,3,f
11328,2884,D,Gate 19,4,f
11329,2885,A,Proceed to gate,1,f
11330,2885,B,Wait here,2,f
11331,2885,C,Go to check-in,3,f
11332,2885,D,Contact staff,4,f
11333,2886,A,weather alert,1,f
11334,2886,B,facility update,2,f
11335,2886,C,service change,3,f
11336,2886,D,flight departure,4,f
11337,2887,A,Gate 18,1,f
11338,2887,B,Gate 16,2,f
11339,2887,C,Gate 19,3,f
11340,2887,D,Gate 20,4,f
11341,2888,A,Wait here,1,f
11342,2888,B,Go to check-in,2,f
11343,2888,C,Proceed to gate,3,f
11344,2888,D,Contact staff,4,f
11345,2889,A,weather alert,1,f
11346,2889,B,facility update,2,f
11347,2889,C,service change,3,f
11348,2889,D,safety notice,4,f
11349,2890,A,Gate 17,1,f
11350,2890,B,Gate 19,2,f
11351,2890,C,Gate 20,3,f
11352,2890,D,Gate 1,4,f
11353,2891,A,Proceed to gate,1,f
11354,2891,B,Wait here,2,f
11355,2891,C,Go to check-in,3,f
11356,2891,D,Contact staff,4,f
11357,2892,A,service change,1,f
11358,2892,B,safety notice,2,f
11359,2892,C,facility update,3,f
11360,2892,D,flight departure,4,f
11361,2893,A,Gate 20,1,f
11362,2893,B,Gate 1,2,f
11363,2893,C,Gate 18,3,f
11364,2893,D,Gate 2,4,f
11365,2894,A,Wait here,1,f
11366,2894,B,Go to check-in,2,f
11367,2894,C,Contact staff,3,f
11368,2894,D,Proceed to gate,4,f
11369,2895,A,service change,1,f
11370,2895,B,safety notice,2,f
11371,2895,C,flight departure,3,f
11372,2895,D,weather alert,4,f
11373,2896,A,Gate 1,1,f
11374,2896,B,Gate 2,2,f
11375,2896,C,Gate 19,3,f
11376,2896,D,Gate 3,4,f
11377,2897,A,Wait here,1,f
11378,2897,B,Go to check-in,2,f
11379,2897,C,Proceed to gate,3,f
11380,2897,D,Contact staff,4,f
11381,2898,A,flight departure,1,f
11382,2898,B,safety notice,2,f
11383,2898,C,weather alert,3,f
11384,2898,D,facility update,4,f
11385,2899,A,Gate 2,1,f
11386,2899,B,Gate 3,2,f
11387,2899,C,Gate 4,3,f
11388,2899,D,Gate 20,4,f
11389,2900,A,Wait here,1,f
11390,2900,B,Go to check-in,2,f
11391,2900,C,Contact staff,3,f
11392,2900,D,Proceed to gate,4,f
11393,2901,A,prepositions,1,f
11394,2901,B,verb tenses,2,f
11395,2901,C,articles,3,f
11396,2901,D,pronouns,4,f
11397,2902,A,verb tenses,1,f
11398,2902,B,articles,2,f
11399,2902,C,pronouns,3,f
11400,2902,D,conjunctions,4,f
11401,2903,A,articles,1,f
11402,2903,B,pronouns,2,f
11403,2903,C,conjunctions,3,f
11404,2903,D,prepositions,4,f
11405,2904,A,pronouns,1,f
11406,2904,B,conjunctions,2,f
11407,2904,C,prepositions,3,f
11408,2904,D,verb tenses,4,f
11409,2905,A,prepositions,1,f
11410,2905,B,verb tenses,2,f
11411,2905,C,conjunctions,3,f
11412,2905,D,articles,4,f
11413,2906,A,verb tenses,1,f
11414,2906,B,articles,2,f
11415,2906,C,pronouns,3,f
11416,2906,D,prepositions,4,f
11417,2907,A,verb tenses,1,f
