id,group_id,question_number,question_text,correct_answer,explanation,display_order
1005,520,5,,C,Several accountants are auditing financial records in the background,1
1006,521,6,,B,A team is developing a mobile application currently,1
1007,522,13,What's the expansion capability?,A,Expandable,1
1008,523,14,Do you offer software updates?,B,Free updates,1
1009,524,15,What's the sensitivity?,C,High sensitivity,1
1010,525,16,Can I use this in extreme temperatures?,B,Extreme rated,1
1011,526,17,What's the interface language?,B,Multiple languages,1
1012,527,18,Do you offer consultation?,D,Free consultation,1
1013,528,19,What's the automation level?,D,Fully automated,1
1014,529,20,Can I share data?,A,Sharing enabled,1
1015,530,21,What's the security level?,B,Bank-level security,1
1016,531,22,Do you offer mobile app?,D,iOS and Android,1
1017,532,23,What's the scalability?,D,Highly scalable,1
1018,533,24,What's the response time?,A,Instant response,1
1019,534,25,Do you offer API access?,D,Full API,1
1020,535,26,What's the accuracy?,C,High accuracy,1
1021,536,27,Can I export data?,D,Multiple formats,1
1022,537,28,What's the reliability?,C,99.9% uptime,1
1023,538,29,Do you offer support tickets?,D,Ticket system,1
1024,539,30,What's the flexibility?,B,Highly flexible,1
1025,540,31,Can I use this with children?,D,Kid-friendly,1
1026,541,32,What's the learning curve?,B,Easy to learn,1
1027,542,33,Do you offer documentation?,D,Comprehensive docs,1
1028,543,34,What's the compatibility?,A,Universal compatibility,1
1029,544,35,Can I schedule recurring tasks?,A,Recurring scheduling,1
1030,545,36,What's the precision?,B,High precision,1
1031,546,37,Do you offer analytics?,A,Built-in analytics,1
1032,547,32,What is the status of team collaboration 52?,C,On track,1
1033,547,33,What needs to be done for team collaboration 52?,B,Finalize the report,2
1034,547,34,Who is working on team collaboration 52?,A,The team,3
1035,548,35,What is the status of budget approval 53?,D,On track,1
1036,548,36,What needs to be done for budget approval 53?,B,Finalize the report,2
1037,548,37,Who is working on budget approval 53?,B,The team,3
1038,549,38,What is the status of product launch 54?,A,On track,1
1039,549,39,What needs to be done for product launch 54?,B,Finalize the report,2
1040,549,40,Who is working on product launch 54?,C,The team,3
1041,550,41,What is the status of project deadline 55?,A,On track,1
1042,550,42,What needs to be done for project deadline 55?,A,Finalize the report,2
1043,550,43,Who is working on project deadline 55?,B,The team,3
1044,551,44,What is the status of client meeting 56?,D,On track,1
1045,551,45,What needs to be done for client meeting 56?,B,Finalize the report,2
1046,551,46,Who is working on client meeting 56?,B,The team,3
1047,552,47,What is the status of team collaboration 57?,B,On track,1
1048,552,48,What needs to be done for team collaboration 57?,C,Finalize the report,2
1049,552,49,Who is working on team collaboration 57?,D,The team,3
1050,553,50,What is the status of budget approval 58?,A,On track,1
1051,553,51,What needs to be done for budget approval 58?,A,Finalize the report,2
1052,553,52,Who is working on budget approval 58?,A,The team,3
1053,554,53,What is the status of product launch 59?,A,On track,1
1054,554,54,What needs to be done for product launch 59?,D,Finalize the report,2
1055,554,55,Who is working on product launch 59?,B,The team,3
1056,555,56,What is the status of project deadline 60?,A,On track,1
1057,555,57,What needs to be done for project deadline 60?,C,Finalize the report,2
1058,555,58,Who is working on project deadline 60?,A,The team,3
1059,556,59,What is the status of client meeting 61?,D,On track,1
1060,556,60,What needs to be done for client meeting 61?,D,Finalize the report,2
1061,556,61,Who is working on client meeting 61?,C,The team,3
1062,557,62,What is the status of team collaboration 62?,C,On track,1
1063,557,63,What needs to be done for team collaboration 62?,A,Finalize the report,2
1064,557,64,Who is working on team collaboration 62?,A,The team,3
1065,558,65,What is the status of budget approval 63?,C,On track,1
1066,558,66,What needs to be done for budget approval 63?,C,Finalize the report,2
1067,558,67,Who is working on budget approval 63?,A,The team,3
1068,559,68,What is the status of product launch 64?,A,On track,1
1069,559,69,What needs to be done for product launch 64?,C,Finalize the report,2
1070,559,70,Who is working on product launch 64?,B,The team,3
1071,560,71,What type of announcement 40?,B,flight departure,1
1072,560,72,Which gate for flight 40?,D,Gate 1,2
1073,560,73,What should passengers do 40?,B,Proceed to gate,3
1074,561,74,What type of announcement 41?,D,weather alert,1
1075,561,75,Which gate for flight 41?,D,Gate 2,2
1076,561,76,What should passengers do 41?,C,Proceed to gate,3
1077,562,77,What type of announcement 42?,A,facility update,1
1078,562,78,Which gate for flight 42?,C,Gate 3,2
1079,562,79,What should passengers do 42?,D,Proceed to gate,3
1080,563,80,What type of announcement 43?,C,service change,1
1081,563,81,Which gate for flight 43?,A,Gate 4,2
1082,563,82,What should passengers do 43?,B,Proceed to gate,3
1083,564,83,What type of announcement 44?,A,safety notice,1
1084,564,84,Which gate for flight 44?,B,Gate 5,2
1085,564,85,What should passengers do 44?,D,Proceed to gate,3
1086,565,86,What type of announcement 45?,A,flight departure,1
1087,565,87,Which gate for flight 45?,C,Gate 6,2
1088,565,88,What should passengers do 45?,A,Proceed to gate,3
1089,566,89,What type of announcement 46?,D,weather alert,1
1090,566,90,Which gate for flight 46?,B,Gate 7,2
1091,566,91,What should passengers do 46?,A,Proceed to gate,3
1092,567,92,What type of announcement 47?,A,facility update,1
1093,567,93,Which gate for flight 47?,B,Gate 8,2
1094,567,94,What should passengers do 47?,A,Proceed to gate,3
1095,568,95,What type of announcement 48?,A,service change,1
1096,568,96,Which gate for flight 48?,D,Gate 9,2
1097,568,97,What should passengers do 48?,A,Proceed to gate,3
1098,569,98,What type of announcement 49?,D,safety notice,1
1099,569,99,Which gate for flight 49?,C,Gate 10,2
1100,569,100,What should passengers do 49?,C,Proceed to gate,3
1101,570,101,The business meeting 120 requires proper prepositions usage.,B,prepositions,1
1102,571,102,The project timeline 121 requires proper verb tenses usage.,B,verb tenses,1
1103,572,103,The team collaboration 122 requires proper articles usage.,D,articles,1
1104,573,104,The budget allocation 123 requires proper pronouns usage.,A,pronouns,1
1105,574,105,The resource management 124 requires proper conjunctions usage.,D,conjunctions,1
1106,575,106,The business meeting 125 requires proper prepositions usage.,D,prepositions,1
1107,576,107,The project timeline 126 requires proper verb tenses usage.,A,verb tenses,1
1108,577,108,The team collaboration 127 requires proper articles usage.,D,articles,1
1109,578,109,The budget allocation 128 requires proper pronouns usage.,D,pronouns,1
1110,579,110,The resource management 129 requires proper conjunctions usage.,D,conjunctions,1
1111,580,111,The business meeting 130 requires proper prepositions usage.,D,prepositions,1
1112,581,112,The project timeline 131 requires proper verb tenses usage.,A,verb tenses,1
1113,582,113,The team collaboration 132 requires proper articles usage.,C,articles,1
1114,583,114,The budget allocation 133 requires proper pronouns usage.,D,pronouns,1
1115,584,115,The resource management 134 requires proper conjunctions usage.,D,conjunctions,1
1116,585,116,The business meeting 135 requires proper prepositions usage.,B,prepositions,1
1117,586,117,The project timeline 136 requires proper verb tenses usage.,C,verb tenses,1
1118,587,118,The team collaboration 137 requires proper articles usage.,C,articles,1
1119,588,119,The budget allocation 138 requires proper pronouns usage.,A,pronouns,1
1120,589,120,The resource management 139 requires proper conjunctions usage.,C,conjunctions,1
1121,590,121,The business meeting 140 requires proper prepositions usage.,A,prepositions,1
1122,591,122,The project timeline 141 requires proper verb tenses usage.,C,verb tenses,1
1123,592,123,The team collaboration 142 requires proper articles usage.,C,articles,1
1124,593,124,The budget allocation 143 requires proper pronouns usage.,D,pronouns,1
1125,594,125,The resource management 144 requires proper conjunctions usage.,D,conjunctions,1
1126,595,126,The business meeting 145 requires proper prepositions usage.,B,prepositions,1
1127,596,127,The project timeline 146 requires proper verb tenses usage.,D,verb tenses,1
1128,597,128,The team collaboration 147 requires proper articles usage.,A,articles,1
1129,598,129,The budget allocation 148 requires proper pronouns usage.,C,pronouns,1
1130,599,130,The resource management 149 requires proper conjunctions usage.,D,conjunctions,1
1131,600,131,Blank 1 in email 16,D,concerns,1
1132,600,132,Blank 2 in email 16,C,review,2
1133,600,133,Blank 3 in email 16,D,respond,3
1134,600,134,Blank 4 in email 16,C,accordingly,4
1135,601,135,Blank 1 in memo 17,A,concerns,1
1136,601,136,Blank 2 in memo 17,A,review,2
1137,601,137,Blank 3 in memo 17,C,respond,3
1138,601,138,Blank 4 in memo 17,A,accordingly,4
1139,602,139,Blank 1 in notice 18,C,concerns,1
1140,602,140,Blank 2 in notice 18,A,review,2
1141,602,141,Blank 3 in notice 18,B,respond,3
1142,602,142,Blank 4 in notice 18,A,accordingly,4
1143,603,143,Blank 1 in training 19,D,concerns,1
1144,603,144,Blank 2 in training 19,C,review,2
1145,603,145,Blank 3 in training 19,A,respond,3
1146,603,146,Blank 4 in training 19,C,accordingly,4
1147,604,147,What is this email about?,A,The regarding the website update,1
1148,604,148,Who sent this email?,A,Company Name,2
1149,604,149,What should the reader do?,C,Read carefully,3
1150,604,150,What is this email about?,A,The regarding the website update,4
1151,605,151,What is this notice about?,A,The about the mobile app launch,1
1152,605,152,Who sent this notice?,B,Company Name,2
1153,605,153,What should the reader do?,A,Read carefully,3
1154,606,154,What is this advertisement about?,C,The concerning the network security,1
1155,606,155,Who sent this advertisement?,A,Company Name,2
1156,606,156,What should the reader do?,A,Read carefully,3
1157,606,157,What is this advertisement about?,B,The concerning the network security,4
1158,607,158,What is this schedule about?,A,The regarding the document archive,1
1159,607,159,Who sent this schedule?,B,Company Name,2
1160,607,160,What should the reader do?,A,Read carefully,3
1161,608,161,What is this invoice about?,D,The about the email migration,1
1162,608,162,Who sent this invoice?,A,Company Name,2
1163,608,163,What should the reader do?,C,Read carefully,3
1164,608,164,What is this invoice about?,A,The about the email migration,4
1165,609,165,What is this email about?,C,The concerning the server maintenance,1
1166,609,166,Who sent this email?,D,Company Name,2
1167,609,167,What should the reader do?,D,Read carefully,3
1168,610,168,What is this notice about?,D,The regarding the project deadline,1
1169,610,169,Who sent this notice?,D,Company Name,2
1170,610,170,What should the reader do?,D,Read carefully,3
1171,610,171,What is this notice about?,B,The regarding the project deadline,4
1172,611,172,What is this advertisement about?,D,The about the client meeting,1
1173,611,173,Who sent this advertisement?,C,Company Name,2
1174,611,174,What should the reader do?,A,Read carefully,3
1175,612,175,What is this schedule about?,D,The concerning the budget approval,1
1176,612,176,Who sent this schedule?,B,Company Name,2
1177,612,177,What should the reader do?,C,Read carefully,3
1178,612,178,What is this schedule about?,B,The concerning the budget approval,4
1179,613,179,What is this invoice about?,D,The regarding the schedule change,1
1180,613,180,Who sent this invoice?,B,Company Name,2
1181,613,181,What should the reader do?,A,Read carefully,3
1182,614,182,What is this email about?,C,The about the contract renewal,1
1183,614,183,Who sent this email?,A,Company Name,2
1184,614,184,What should the reader do?,D,Read carefully,3
1185,614,185,What is this email about?,B,The about the contract renewal,4
1186,615,186,What is this notice about?,D,The regarding the product launch,1
1187,615,187,Who sent this notice?,B,Company Name,2
1188,615,188,What should the reader do?,B,Read carefully,3
1189,616,189,What is this advertisement about?,B,The about the team training,1
1190,616,190,Who sent this advertisement?,B,Company Name,2
1191,616,191,What should the reader do?,C,Read carefully,3
1192,616,192,What is this advertisement about?,B,The about the team training,4
1193,617,193,What is this schedule about?,A,The concerning the security update,1
1194,617,194,Who sent this schedule?,A,Company Name,2
1195,617,195,What should the reader do?,A,Read carefully,3
1196,617,196,What is this schedule about?,A,The concerning the security update,4
1197,618,197,What is this invoice about?,A,The regarding the system upgrade,1
1198,618,198,Who sent this invoice?,C,Company Name,2
1199,618,199,What should the reader do?,B,Read carefully,3
1200,618,200,What is this invoice about?,C,The regarding the system upgrade,4
1201,619,1,,A,A woman is managing a construction project on-site,1
1202,620,2,,B,A man is inspecting quality control in a factory with colleagues,1
1203,621,3,,C,Two engineers are designing a new product prototype nearby,1
1204,622,4,,C,Several researchers are conducting a survey in the background,1
1205,623,5,,A,A team is organizing a charity event currently,1
1206,624,6,,B,A woman is providing customer service over the phone,1
1207,625,13,Can I integrate with CRM?,D,CRM integration,1
1208,626,14,What's the user capacity?,B,Unlimited users,1
1209,627,15,Do you offer white-labeling?,B,White-label available,1
1210,628,16,What's the processing power?,C,High performance,1
1211,629,17,Can I use this for multiple projects?,B,Multi-project,1
1212,630,18,What's the storage type?,B,Cloud storage,1
1213,631,19,Do you offer collaboration features?,B,Real-time collaboration,1
1214,632,20,What's the synchronization?,A,Real-time sync,1
1215,633,21,Can I customize the interface?,A,Customizable UI,1
1216,634,22,What's the accessibility?,B,WCAG compliant,1
1217,635,23,Do you offer notifications?,C,Push notifications,1
1218,636,24,What's the backup frequency?,A,Daily backup,1
1219,637,25,Can I use this on mobile?,D,Mobile-friendly,1
1220,638,26,What's the encryption level?,D,AES-256 encryption,1
1221,639,27,Do you offer audit logs?,C,Detailed logs,1
1222,640,28,What's the bandwidth requirement?,D,Low bandwidth,1
1223,641,29,Can I set permissions?,D,Granular permissions,1
1224,642,30,What's the memory requirement?,C,Low memory,1
1225,643,31,Do you offer templates?,B,Many templates,1
1226,644,32,What's the file size limit?,A,No limit,1
1227,645,33,What's the version control?,C,Automatic versioning,1
1228,646,34,Do you offer multi-language support?,B,50+ languages,1
1229,647,35,What's the data retention?,D,Unlimited retention,1
1230,648,36,Can I import data?,D,Bulk import,1
1231,649,37,What's the search capability?,D,Full-text search,1
1232,650,32,What is the status of project deadline 65?,A,On track,1
1233,650,33,What needs to be done for project deadline 65?,D,Finalize the report,2
1234,650,34,Who is working on project deadline 65?,B,The team,3
1235,651,35,What is the status of client meeting 66?,B,On track,1
1236,651,36,What needs to be done for client meeting 66?,A,Finalize the report,2
1237,651,37,Who is working on client meeting 66?,B,The team,3
1238,652,38,What is the status of team collaboration 67?,A,On track,1
1239,652,39,What needs to be done for team collaboration 67?,C,Finalize the report,2
1240,652,40,Who is working on team collaboration 67?,D,The team,3
1241,653,41,What is the status of budget approval 68?,C,On track,1
1242,653,42,What needs to be done for budget approval 68?,B,Finalize the report,2
1243,653,43,Who is working on budget approval 68?,B,The team,3
1244,654,44,What is the status of product launch 69?,C,On track,1
1245,654,45,What needs to be done for product launch 69?,A,Finalize the report,2
1246,654,46,Who is working on product launch 69?,C,The team,3
1247,655,47,What is the status of project deadline 70?,A,On track,1
1248,655,48,What needs to be done for project deadline 70?,A,Finalize the report,2
1249,655,49,Who is working on project deadline 70?,B,The team,3
1250,656,50,What is the status of client meeting 71?,C,On track,1
1251,656,51,What needs to be done for client meeting 71?,A,Finalize the report,2
1252,656,52,Who is working on client meeting 71?,C,The team,3
1253,657,53,What is the status of team collaboration 72?,C,On track,1
1254,657,54,What needs to be done for team collaboration 72?,A,Finalize the report,2
1255,657,55,Who is working on team collaboration 72?,B,The team,3
1256,658,56,What is the status of budget approval 73?,D,On track,1
1257,658,57,What needs to be done for budget approval 73?,A,Finalize the report,2
1258,658,58,Who is working on budget approval 73?,B,The team,3
1259,659,59,What is the status of product launch 74?,C,On track,1
1260,659,60,What needs to be done for product launch 74?,A,Finalize the report,2
1261,659,61,Who is working on product launch 74?,D,The team,3
1262,660,62,What is the status of project deadline 75?,C,On track,1
1263,660,63,What needs to be done for project deadline 75?,D,Finalize the report,2
1264,660,64,Who is working on project deadline 75?,B,The team,3
1265,661,65,What is the status of client meeting 76?,B,On track,1
1266,661,66,What needs to be done for client meeting 76?,D,Finalize the report,2
1267,661,67,Who is working on client meeting 76?,C,The team,3
1268,662,68,What is the status of team collaboration 77?,D,On track,1
1269,662,69,What needs to be done for team collaboration 77?,A,Finalize the report,2
1270,662,70,Who is working on team collaboration 77?,A,The team,3
1271,663,71,What type of announcement 50?,B,flight departure,1
1272,663,72,Which gate for flight 50?,A,Gate 11,2
1273,663,73,What should passengers do 50?,D,Proceed to gate,3
1274,664,74,What type of announcement 51?,D,weather alert,1
1275,664,75,Which gate for flight 51?,B,Gate 12,2
1276,664,76,What should passengers do 51?,C,Proceed to gate,3
1277,665,77,What type of announcement 52?,C,facility update,1
1278,665,78,Which gate for flight 52?,D,Gate 13,2
1279,665,79,What should passengers do 52?,A,Proceed to gate,3
1280,666,80,What type of announcement 53?,A,service change,1
1281,666,81,Which gate for flight 53?,A,Gate 14,2
1282,666,82,What should passengers do 53?,B,Proceed to gate,3
1283,667,83,What type of announcement 54?,D,safety notice,1
1284,667,84,Which gate for flight 54?,D,Gate 15,2
1285,667,85,What should passengers do 54?,A,Proceed to gate,3
1286,668,86,What type of announcement 55?,D,flight departure,1
1287,668,87,Which gate for flight 55?,B,Gate 16,2
1288,668,88,What should passengers do 55?,C,Proceed to gate,3
1289,669,89,What type of announcement 56?,A,weather alert,1
1290,669,90,Which gate for flight 56?,A,Gate 17,2
1291,669,91,What should passengers do 56?,C,Proceed to gate,3
1292,670,92,What type of announcement 57?,B,facility update,1
1293,670,93,Which gate for flight 57?,C,Gate 18,2
1294,670,94,What should passengers do 57?,B,Proceed to gate,3
1295,671,95,What type of announcement 58?,A,service change,1
1296,671,96,Which gate for flight 58?,A,Gate 19,2
1297,671,97,What should passengers do 58?,A,Proceed to gate,3
1298,672,98,What type of announcement 59?,D,safety notice,1
1299,672,99,Which gate for flight 59?,C,Gate 20,2
1300,672,100,What should passengers do 59?,A,Proceed to gate,3
1301,673,101,The business meeting 150 requires proper prepositions usage.,A,prepositions,1
1302,674,102,The project timeline 151 requires proper verb tenses usage.,D,verb tenses,1
1303,675,103,The team collaboration 152 requires proper articles usage.,C,articles,1
1304,676,104,The budget allocation 153 requires proper pronouns usage.,C,pronouns,1
1305,677,105,The resource management 154 requires proper conjunctions usage.,C,conjunctions,1
1306,678,106,The business meeting 155 requires proper prepositions usage.,A,prepositions,1
1307,679,107,The project timeline 156 requires proper verb tenses usage.,A,verb tenses,1
1308,680,108,The team collaboration 157 requires proper articles usage.,B,articles,1
1309,681,109,The budget allocation 158 requires proper pronouns usage.,B,pronouns,1
1310,682,110,The resource management 159 requires proper conjunctions usage.,D,conjunctions,1
1311,683,111,The business meeting 160 requires proper prepositions usage.,B,prepositions,1
1312,684,112,The project timeline 161 requires proper verb tenses usage.,D,verb tenses,1
1313,685,113,The team collaboration 162 requires proper articles usage.,A,articles,1
1314,686,114,The budget allocation 163 requires proper pronouns usage.,D,pronouns,1
1315,687,115,The resource management 164 requires proper conjunctions usage.,C,conjunctions,1
1316,688,116,The business meeting 165 requires proper prepositions usage.,A,prepositions,1
1317,689,117,The project timeline 166 requires proper verb tenses usage.,B,verb tenses,1
1318,690,118,The team collaboration 167 requires proper articles usage.,C,articles,1
1319,691,119,The budget allocation 168 requires proper pronouns usage.,A,pronouns,1
1320,692,120,The resource management 169 requires proper conjunctions usage.,B,conjunctions,1
1321,693,121,The business meeting 170 requires proper prepositions usage.,C,prepositions,1
1322,694,122,The project timeline 171 requires proper verb tenses usage.,C,verb tenses,1
1323,695,123,The team collaboration 172 requires proper articles usage.,C,articles,1
1324,696,124,The budget allocation 173 requires proper pronouns usage.,A,pronouns,1
1325,697,125,The resource management 174 requires proper conjunctions usage.,B,conjunctions,1
1326,698,126,The business meeting 175 requires proper prepositions usage.,D,prepositions,1
1327,699,127,The project timeline 176 requires proper verb tenses usage.,A,verb tenses,1
1328,700,128,The team collaboration 177 requires proper articles usage.,B,articles,1
1329,701,129,The budget allocation 178 requires proper pronouns usage.,A,pronouns,1
1330,702,130,The resource management 179 requires proper conjunctions usage.,A,conjunctions,1
1331,703,131,Blank 1 in email 20,C,concerns,1
1332,703,132,Blank 2 in email 20,D,review,2
1333,703,133,Blank 3 in email 20,C,respond,3
1334,703,134,Blank 4 in email 20,B,accordingly,4
1335,704,135,Blank 1 in memo 21,D,concerns,1
1336,704,136,Blank 2 in memo 21,A,review,2
1337,704,137,Blank 3 in memo 21,C,respond,3
1338,704,138,Blank 4 in memo 21,B,accordingly,4
1339,705,139,Blank 1 in notice 22,C,concerns,1
1340,705,140,Blank 2 in notice 22,A,review,2
1341,705,141,Blank 3 in notice 22,C,respond,3
1342,705,142,Blank 4 in notice 22,C,accordingly,4
1343,706,143,Blank 1 in training 23,B,concerns,1
1344,706,144,Blank 2 in training 23,B,review,2
1345,706,145,Blank 3 in training 23,A,respond,3
1346,706,146,Blank 4 in training 23,C,accordingly,4
1347,707,147,What is this email about?,B,The about the policy change,1
1348,707,148,Who sent this email?,D,Company Name,2
1349,707,149,What should the reader do?,A,Read carefully,3
1350,707,150,What is this email about?,A,The about the policy change,4
1351,708,151,What is this notice about?,C,The regarding the office relocation,1
1352,708,152,Who sent this notice?,D,Company Name,2
1353,708,153,What should the reader do?,C,Read carefully,3
1354,709,154,What is this advertisement about?,A,The about the holiday schedule,1
1355,709,155,Who sent this advertisement?,C,Company Name,2
1356,709,156,What should the reader do?,B,Read carefully,3
1357,709,157,What is this advertisement about?,B,The about the holiday schedule,4
1358,710,158,What is this schedule about?,C,The concerning the salary review,1
1359,710,159,Who sent this schedule?,C,Company Name,2
1360,710,160,What should the reader do?,C,Read carefully,3
1361,711,161,What is this invoice about?,C,The regarding the new procedure,1
1362,711,162,Who sent this invoice?,A,Company Name,2
1363,711,163,What should the reader do?,B,Read carefully,3
1364,711,164,What is this invoice about?,C,The regarding the new procedure,4
1365,712,165,What is this email about?,B,The about the equipment order,1
1366,712,166,Who sent this email?,C,Company Name,2
1367,712,167,What should the reader do?,A,Read carefully,3
1368,713,168,What is this notice about?,D,The regarding the travel arrangements,1
1369,713,169,Who sent this notice?,A,Company Name,2
1370,713,170,What should the reader do?,C,Read carefully,3
1371,713,171,What is this notice about?,A,The regarding the travel arrangements,4
1372,714,172,What is this advertisement about?,C,The about the conference registration,1
1373,714,173,Who sent this advertisement?,B,Company Name,2
1374,714,174,What should the reader do?,B,Read carefully,3
1375,715,175,What is this schedule about?,B,The concerning the data backup,1
1376,715,176,Who sent this schedule?,B,Company Name,2
1377,715,177,What should the reader do?,D,Read carefully,3
1378,715,178,What is this schedule about?,D,The concerning the data backup,4
1379,716,179,What is this invoice about?,D,The regarding the software license,1
1380,716,180,Who sent this invoice?,C,Company Name,2
1381,716,181,What should the reader do?,D,Read carefully,3
1382,717,182,What is this email about?,C,The about the maintenance schedule,1
1383,717,183,Who sent this email?,D,Company Name,2
1384,717,184,What should the reader do?,A,Read carefully,3
1385,717,185,What is this email about?,C,The about the maintenance schedule,4
1386,718,186,What is this notice about?,C,The concerning the quality control,1
1387,718,187,Who sent this notice?,B,Company Name,2
1388,718,188,What should the reader do?,D,Read carefully,3
1389,719,189,What is this advertisement about?,A,The regarding the customer feedback,1
1390,719,190,Who sent this advertisement?,B,Company Name,2
1391,719,191,What should the reader do?,C,Read carefully,3
1392,719,192,What is this advertisement about?,C,The regarding the customer feedback,4
1393,720,193,What is this schedule about?,D,The about the marketing campaign,1
1394,720,194,Who sent this schedule?,B,Company Name,2
1395,720,195,What should the reader do?,A,Read carefully,3
1396,720,196,What is this schedule about?,D,The about the marketing campaign,4
1397,721,197,What is this invoice about?,B,The concerning the inventory check,1
1398,721,198,Who sent this invoice?,D,Company Name,2
1399,721,199,What should the reader do?,A,Read carefully,3
1400,721,200,What is this invoice about?,B,The concerning the inventory check,4
1401,722,1,,B,A man is managing inventory in a warehouse with colleagues,1
1402,723,2,,C,Two security guards are patrolling a building nearby,1
1403,724,3,,D,Several cleaners are maintaining office cleanliness in the background,1
1404,725,4,,A,A team is launching a new product line currently,1
1405,726,5,,B,A woman is analyzing market trends in her office,1
1406,727,6,,D,A man is coordinating logistics for shipping with colleagues,1
1407,728,13,Do you offer reporting?,B,Detailed reports,1
1408,729,14,What's the user experience?,A,Intuitive UX,1
1409,730,15,Can I export to Excel?,C,Excel export,1
1410,731,16,What's the API rate limit?,C,High limit,1
1411,732,17,Do you offer sandbox?,B,Test sandbox,1
1412,733,18,What's the data validation?,D,Strict validation,1
1413,734,19,Can I use this for free?,D,Free tier,1
1414,735,20,What's the customer support?,D,24/7 support,1
1415,736,21,Do you offer SLA?,C,99.9% SLA,1
1416,737,22,What's the deployment?,D,Cloud deployment,1
1417,738,23,Can I cancel anytime?,C,Cancel anytime,1
1418,739,24,What's the pricing model?,B,Subscription,1
1419,740,25,Do you offer discount?,B,Annual discount,1
1420,741,26,What's the trial period?,A,14-day trial,1
1421,742,27,Can I upgrade later?,A,Anytime upgrade,1
1422,743,28,What's the onboarding?,C,Guided onboarding,1
1423,744,29,What's the migration?,A,Free migration,1
1424,745,30,Can I integrate with Zapier?,A,Zapier integration,1
1425,746,31,What's the uptime?,D,99.9% uptime,1
1426,747,32,Do you offer backup?,D,Automatic backup,1
1427,748,33,What's the security?,C,End-to-end encryption,1
1428,749,34,Can I use API?,C,Full API,1
1429,750,35,Do you offer monitoring?,C,Real-time monitoring,1
1430,751,36,What's the performance?,B,High performance,1
1431,752,37,Can I customize?,B,Fully customizable,1
1432,753,32,What is the status of budget approval 78?,D,On track,1
1433,753,33,What needs to be done for budget approval 78?,D,Finalize the report,2
1434,753,34,Who is working on budget approval 78?,A,The team,3
1435,754,35,What is the status of product launch 79?,C,On track,1
1436,754,36,What needs to be done for product launch 79?,B,Finalize the report,2
1437,754,37,Who is working on product launch 79?,B,The team,3
1438,755,38,What is the status of project deadline 80?,A,On track,1
1439,755,39,What needs to be done for project deadline 80?,D,Finalize the report,2
1440,755,40,Who is working on project deadline 80?,D,The team,3
1441,756,41,What is the status of client meeting 81?,B,On track,1
1442,756,42,What needs to be done for client meeting 81?,C,Finalize the report,2
1443,756,43,Who is working on client meeting 81?,A,The team,3
1444,757,44,What is the status of team collaboration 82?,A,On track,1
1445,757,45,What needs to be done for team collaboration 82?,C,Finalize the report,2
1446,757,46,Who is working on team collaboration 82?,B,The team,3
1447,758,47,What is the status of budget approval 83?,C,On track,1
1448,758,48,What needs to be done for budget approval 83?,C,Finalize the report,2
1449,758,49,Who is working on budget approval 83?,A,The team,3
1450,759,50,What is the status of product launch 84?,B,On track,1
1451,759,51,What needs to be done for product launch 84?,A,Finalize the report,2
1452,759,52,Who is working on product launch 84?,A,The team,3
1453,760,53,What is the status of project deadline 85?,C,On track,1
1454,760,54,What needs to be done for project deadline 85?,B,Finalize the report,2
1455,760,55,Who is working on project deadline 85?,B,The team,3
1456,761,56,What is the status of client meeting 86?,D,On track,1
1457,761,57,What needs to be done for client meeting 86?,B,Finalize the report,2
1458,761,58,Who is working on client meeting 86?,D,The team,3
1459,762,59,What is the status of team collaboration 87?,B,On track,1
1460,762,60,What needs to be done for team collaboration 87?,A,Finalize the report,2
1461,762,61,Who is working on team collaboration 87?,B,The team,3
1462,763,62,What is the status of budget approval 88?,D,On track,1
1463,763,63,What needs to be done for budget approval 88?,D,Finalize the report,2
1464,763,64,Who is working on budget approval 88?,D,The team,3
1465,764,65,What is the status of product launch 89?,A,On track,1
1466,764,66,What needs to be done for product launch 89?,C,Finalize the report,2
1467,764,67,Who is working on product launch 89?,B,The team,3
1468,765,68,What is the status of project deadline 90?,D,On track,1
1469,765,69,What needs to be done for project deadline 90?,D,Finalize the report,2
1470,765,70,Who is working on project deadline 90?,D,The team,3
1471,766,71,What type of announcement 60?,D,flight departure,1
1472,766,72,Which gate for flight 60?,A,Gate 1,2
1473,766,73,What should passengers do 60?,D,Proceed to gate,3
1474,767,74,What type of announcement 61?,B,weather alert,1
1475,767,75,Which gate for flight 61?,C,Gate 2,2
1476,767,76,What should passengers do 61?,D,Proceed to gate,3
1477,768,77,What type of announcement 62?,C,facility update,1
1478,768,78,Which gate for flight 62?,D,Gate 3,2
1479,768,79,What should passengers do 62?,B,Proceed to gate,3
1480,769,80,What type of announcement 63?,C,service change,1
1481,769,81,Which gate for flight 63?,B,Gate 4,2
1482,769,82,What should passengers do 63?,A,Proceed to gate,3
1483,770,83,What type of announcement 64?,C,safety notice,1
1484,770,84,Which gate for flight 64?,D,Gate 5,2
1485,770,85,What should passengers do 64?,D,Proceed to gate,3
1486,771,86,What type of announcement 65?,D,flight departure,1
1487,771,87,Which gate for flight 65?,D,Gate 6,2
1488,771,88,What should passengers do 65?,B,Proceed to gate,3
1489,772,89,What type of announcement 66?,C,weather alert,1
1490,772,90,Which gate for flight 66?,A,Gate 7,2
1491,772,91,What should passengers do 66?,C,Proceed to gate,3
1492,773,92,What type of announcement 67?,C,facility update,1
