id,group_id,question_number,question_text,explanation,display_order,created_at,updated_at,knowledge
120,120,20,How did you get to the airport?,Correct answer: C. I took a taxi.,20,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
121,121,21,When is the next staff meeting?,Correct answer: B. Next Tuesday morning.,21,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
122,122,22,Could you print these forms for me?,Correct answer: A. Of course. How many copies?,22,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
123,123,23,Who is responsible for ordering supplies?,Correct answer: B. The purchasing department.,23,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
124,124,24,Why is the elevator out of service?,Correct answer: C. It is being repaired.,24,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
125,125,25,Where did you park your car?,Correct answer: A. In the underground garage.,25,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
126,126,26,What kind of computer do you use?,Correct answer: B. I use a laptop.,26,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
127,127,27,Did the package arrive this morning?,"Correct answer: A. Yes, it was delivered at nine.",27,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
128,128,28,How often do you visit the branch office?,Correct answer: B. Usually once a month.,28,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
129,129,29,Would you like me to reserve a hotel room?,"Correct answer: C. Yes, for two nights, please.",29,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
130,130,30,What happened to the old printer?,Correct answer: A. It stopped working.,30,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
131,131,31,Where is the nearest bank?,Correct answer: B. There's one across the street.,31,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
132,132,32,When did you start working here?,Correct answer: A. About three years ago.,32,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
133,133,33,Why don't you take the afternoon off?,Correct answer: B. The afternoon meeting was canceled.,33,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
134,134,34,Who will pick up the documents?,Correct answer: B. Mr. Wilson will.,34,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
135,135,35,How much does this chair cost?,Correct answer: A. It costs about eighty dollars.,35,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
136,136,36,Have you finished the presentation?,"Correct answer: B. Yes, I finished it this morning.",36,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
137,137,37,Where should we meet before the tour?,Correct answer: A. At the hotel lobby.,37,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
138,138,38,What did you think of the new restaurant?,Correct answer: C. The food was excellent.,38,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
139,139,39,Can you attend the training session?,"Correct answer: A. Yes, I can be there.",39,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
140,140,40,Why did you call the technician?,Correct answer: B. The air conditioner wasn't working.,40,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
141,141,41,When can we discuss the new project?,Correct answer: C. How about tomorrow morning?,41,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
142,142,42,Did you bring the contract with you?,"Correct answer: A. Yes, it's in my briefcase.",42,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
143,143,43,How are you getting to the conference?,Correct answer: B. I'll take the train.,43,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
144,144,44,Where can I leave my coat?,Correct answer: C. You can put it over there.,44,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
145,145,45,Who prepared these reports?,Correct answer: A. The accounting team did.,45,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
146,146,46,Why is Tom absent today?,Correct answer: B. He is attending a training course.,46,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
147,147,47,Could I borrow your calculator?,"Correct answer: A. Sure, here you are.",47,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
148,148,48,What time should I call you?,Correct answer: B. Around six this evening.,48,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
149,149,49,Where is the customer service desk?,Correct answer: A. Near the main entrance.,49,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
150,150,50,Have you booked the conference room?,"Correct answer: C. Yes, for Thursday afternoon.",50,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
151,151,51,How did the interview go?,Correct answer: A. It went very well.,51,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
152,152,52,When should we leave for the airport?,Correct answer: B. Around seven in the morning.,52,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
153,153,53,Why did you choose this hotel?,Correct answer: A. It has a convenient location.,53,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
154,154,54,Who is speaking at the seminar?,Correct answer: C. Professor Adams is.,54,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
155,155,55,Could you check these numbers for me?,Correct answer: A. Certainly. I'll look at them now.,55,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
156,156,56,What did you order for dinner?,Correct answer: B. I ordered grilled chicken.,56,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
157,157,57,Where can I buy a train ticket?,Correct answer: A. At the ticket counter.,57,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
158,158,58,Did you remember to lock the door?,"Correct answer: B. Yes, I locked it.",58,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
159,159,59,How many copies do you need?,"Correct answer: C. Just five, please.",59,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
160,160,60,Why don't we take a break?,Correct answer: A. That's a good idea.,60,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
161,161,61,When did the store open?,Correct answer: B. Last Saturday.,61,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
162,162,62,Who can repair this computer?,Correct answer: A. The IT technician can.,62,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
163,163,63,Where did you have lunch?,Correct answer: B. At the café across the street.,63,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
164,164,64,Would you like to join us for dinner?,"Correct answer: A. Yes, I'd love to.",64,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
165,165,65,How often do you exercise?,Correct answer: B. Usually three times a week.,65,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
166,166,66,Why are there so many people outside?,Correct answer: A. There's a sale at the store.,66,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
167,167,67,Where should I sign this form?,Correct answer: B. At the bottom of the page.,67,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
168,168,68,Have you received my email?,"Correct answer: A. Yes, I read it this morning.",68,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
169,169,69,What is the meeting about?,Correct answer: B. The new marketing plan.,69,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
170,170,70,Could you close the window?,"Correct answer: A. Sure, no problem.",70,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
171,171,71,When will the manager return?,Correct answer: B. She should be back tomorrow.,71,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
172,172,72,Who bought the new equipment?,Correct answer: A. The purchasing manager did.,72,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
173,173,73,Where can I charge my phone?,Correct answer: B. There's an outlet beside the desk.,73,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
174,174,74,Why did the customer return the product?,Correct answer: C. It was damaged.,74,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
175,175,75,How long have you worked here?,Correct answer: A. For almost five years.,75,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
176,176,76,Did you make a reservation?,"Correct answer: B. Yes, under the name Lee.",76,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
177,177,77,What should I bring to the presentation?,Correct answer: C. Bring a copy of the report.,77,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
178,178,78,Where is David working today?,Correct answer: A. He's working at the downtown branch.,78,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
179,179,79,Would you mind opening the door?,Correct answer: B. Not at all.,79,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
180,180,80,What time is your flight?,Correct answer: C. At 6:30 this evening.,80,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
181,181,81,Who is going to give the presentation?,Correct answer: A. Ms. Garcia is.,81,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
182,182,82,Why is the office so quiet today?,Correct answer: B. Most employees are working from home.,82,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
183,183,83,How should I send the documents?,"Correct answer: A. By email, please.",83,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
184,184,84,Where can I find a copy machine?,Correct answer: B. There's one next to the reception desk.,84,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
185,185,85,Did the manager approve the proposal?,"Correct answer: C. Yes, she approved it yesterday.",85,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
186,186,86,When can I pick up my order?,Correct answer: A. It should be ready this afternoon.,86,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
187,187,87,Who will drive us to the airport?,Correct answer: B. James said he would.,87,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
188,188,88,Could you recommend a good restaurant?,"Correct answer: A. Sure, there's a great Italian place nearby.",88,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
189,189,89,How much time do we have before the meeting?,Correct answer: B. About twenty minutes.,89,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
190,190,90,Where did you put the keys to the storage room?,Correct answer: A. I think they're in the top drawer.,90,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
191,191,91,Why are you going to the post office?,Correct answer: B. I need to mail a package.,91,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
192,192,92,Have you decided where to hold the event?,"Correct answer: A. Not yet, we're still looking at venues.",92,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
193,193,93,What did you do with the old files?,Correct answer: B. I moved them to the archive room.,93,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
194,194,94,When should I expect the delivery?,Correct answer: C. It should arrive tomorrow.,94,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
195,195,95,Who is responsible for cleaning the office?,Correct answer: A. The cleaning company comes every evening.,95,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
196,196,96,Could you tell me how to get to the station?,Correct answer: B. Sure. Go straight for two blocks.,96,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
197,197,97,Why haven't you finished the report?,Correct answer: A. I need some additional information.,97,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
198,198,98,Where can I return these books?,Correct answer: C. At the library's front desk.,98,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
199,199,99,Would you like to sit near the window?,"Correct answer: A. Yes, that would be nice.",99,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
200,200,100,How was the company picnic?,Correct answer: B. It was a lot of fun.,100,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,
259,220,2,Where will Daniel get the item?,Daniel says that the item will be obtained from the airport.,2,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
260,220,3,When should everything be ready?,Sophie says the items should be ready by six thirty.,3,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
261,221,1,What are the speakers mainly discussing?,The speakers are discussing how to prepare printer paper for the office supplies.,1,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
262,221,2,Where will Daniel get the item?,Daniel says that the item will be obtained from the storage room.,2,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
263,221,3,When should everything be ready?,Maya says the items should be ready by this afternoon.,3,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
264,222,1,What are the speakers mainly discussing?,The speakers are discussing how to prepare the sales meeting for the meeting schedule.,1,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
265,222,2,Where will Brian get the item?,Brian says that the item will be obtained from Room 204.,2,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
266,222,3,When should everything be ready?,Anna says the items should be ready by tomorrow morning.,3,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
267,223,1,What are the speakers mainly discussing?,The speakers are discussing how to prepare a hotel room for the business trip.,1,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
268,223,2,Where will Kevin get the item?,Kevin says that the item will be obtained from the downtown hotel.,2,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
269,223,3,When should everything be ready?,Laura says the items should be ready by Friday evening.,3,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
270,224,1,What are the speakers mainly discussing?,The speakers are discussing how to prepare a dinner reservation for the restaurant reservation.,1,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
271,224,2,Where will Mark get the item?,Mark says that the item will be obtained from the Italian restaurant.,2,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
272,224,3,When should everything be ready?,Emily says the items should be ready by seven o'clock.,3,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
273,225,1,What are the speakers mainly discussing?,The speakers are discussing how to prepare train tickets for the train travel.,1,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
274,225,2,Where will James get the item?,James says that the item will be obtained from the station.,2,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
275,225,3,When should everything be ready?,Sarah says the items should be ready by Saturday morning.,3,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
276,226,1,What are the speakers mainly discussing?,The speakers are discussing how to prepare conference registration for the conference.,1,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
277,226,2,Where will Robert get the item?,Robert says that the item will be obtained from the convention center.,2,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
278,226,3,When should everything be ready?,Linda says the items should be ready by next Monday.,3,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
279,227,1,What are the speakers mainly discussing?,The speakers are discussing how to prepare a replacement order for the customer order.,1,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
280,227,2,Where will Michael get the item?,Michael says that the item will be obtained from the customer service desk.,2,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
281,227,3,When should everything be ready?,Jessica says the items should be ready by next week.,3,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
282,228,1,What are the speakers mainly discussing?,The speakers are discussing how to prepare the project report for the project deadline.,1,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
283,228,2,Where will David get the item?,David says that the item will be obtained from the design office.,2,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
284,228,3,When should everything be ready?,Rachel says the items should be ready by Friday.,3,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
285,229,1,What are the speakers mainly discussing?,The speakers are discussing how to prepare the office computer for the equipment repair.,1,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
286,229,2,Where will Thomas get the item?,Thomas says that the item will be obtained from the IT department.,2,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
287,229,3,When should everything be ready?,Olivia says the items should be ready by this afternoon.,3,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
288,230,1,What are the speakers mainly discussing?,The speakers are discussing how to prepare a taxi for the airport plans.,1,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
289,230,2,Where will Daniel get the item?,Daniel says that the item will be obtained from the airport.,2,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
290,230,3,When should everything be ready?,Sophie says the items should be ready by six thirty.,3,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
291,231,1,What are the speakers mainly discussing?,The speakers are discussing how to prepare printer paper for the office supplies.,1,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
292,231,2,Where will Daniel get the item?,Daniel says that the item will be obtained from the storage room.,2,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
293,231,3,When should everything be ready?,Maya says the items should be ready by this afternoon.,3,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
294,232,1,What are the speakers mainly discussing?,The speakers are discussing how to prepare the sales meeting for the meeting schedule.,1,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
295,232,2,Where will Brian get the item?,Brian says that the item will be obtained from Room 204.,2,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
296,232,3,When should everything be ready?,Anna says the items should be ready by tomorrow morning.,3,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
297,233,1,What are the speakers mainly discussing?,The speakers are discussing how to prepare a hotel room for the business trip.,1,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
298,233,2,Where will Kevin get the item?,Kevin says that the item will be obtained from the downtown hotel.,2,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
299,233,3,When should everything be ready?,Laura says the items should be ready by Friday evening.,3,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
300,234,1,What are the speakers mainly discussing?,The speakers are discussing how to prepare a dinner reservation for the restaurant reservation.,1,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
301,234,2,Where will Mark get the item?,Mark says that the item will be obtained from the Italian restaurant.,2,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
302,234,3,When should everything be ready?,Emily says the items should be ready by seven o'clock.,3,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
303,235,1,What are the speakers mainly discussing?,The speakers are discussing how to prepare train tickets for the train travel.,1,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
304,235,2,Where will James get the item?,James says that the item will be obtained from the station.,2,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
305,235,3,When should everything be ready?,Sarah says the items should be ready by Saturday morning.,3,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
306,236,1,What are the speakers mainly discussing?,The speakers are discussing how to prepare conference registration for the conference.,1,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
307,236,2,Where will Robert get the item?,Robert says that the item will be obtained from the convention center.,2,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
308,236,3,When should everything be ready?,Linda says the items should be ready by next Monday.,3,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
309,237,1,What are the speakers mainly discussing?,The speakers are discussing how to prepare a replacement order for the customer order.,1,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
310,237,2,Where will Michael get the item?,Michael says that the item will be obtained from the customer service desk.,2,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
311,237,3,When should everything be ready?,Jessica says the items should be ready by next week.,3,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
312,238,1,What are the speakers mainly discussing?,The speakers are discussing how to prepare the project report for the project deadline.,1,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
313,238,2,Where will David get the item?,David says that the item will be obtained from the design office.,2,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
314,238,3,When should everything be ready?,Rachel says the items should be ready by Friday.,3,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
315,239,1,What are the speakers mainly discussing?,The speakers are discussing how to prepare the office computer for the equipment repair.,1,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
316,239,2,Where will Thomas get the item?,Thomas says that the item will be obtained from the IT department.,2,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
317,239,3,When should everything be ready?,Olivia says the items should be ready by this afternoon.,3,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
318,240,1,What are the speakers mainly discussing?,The speakers are discussing how to prepare a taxi for the airport plans.,1,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
319,240,2,Where will Daniel get the item?,Daniel says that the item will be obtained from the airport.,2,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
320,240,3,When should everything be ready?,Sophie says the items should be ready by six thirty.,3,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
321,241,1,What are the speakers mainly discussing?,The speakers are discussing how to prepare printer paper for the office supplies.,1,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
322,241,2,Where will Daniel get the item?,Daniel says that the item will be obtained from the storage room.,2,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
323,241,3,When should everything be ready?,Maya says the items should be ready by this afternoon.,3,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
324,242,1,What are the speakers mainly discussing?,The speakers are discussing how to prepare the sales meeting for the meeting schedule.,1,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
325,242,2,Where will Brian get the item?,Brian says that the item will be obtained from Room 204.,2,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
326,242,3,When should everything be ready?,Anna says the items should be ready by tomorrow morning.,3,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
327,243,1,What are the speakers mainly discussing?,The speakers are discussing how to prepare a hotel room for the business trip.,1,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
328,243,2,Where will Kevin get the item?,Kevin says that the item will be obtained from the downtown hotel.,2,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
329,243,3,When should everything be ready?,Laura says the items should be ready by Friday evening.,3,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
330,244,1,What are the speakers mainly discussing?,The speakers are discussing how to prepare a dinner reservation for the restaurant reservation.,1,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
331,244,2,Where will Mark get the item?,Mark says that the item will be obtained from the Italian restaurant.,2,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
332,244,3,When should everything be ready?,Emily says the items should be ready by seven o'clock.,3,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
333,245,1,What are the speakers mainly discussing?,The speakers are discussing how to prepare train tickets for the train travel.,1,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
334,245,2,Where will James get the item?,James says that the item will be obtained from the station.,2,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
335,245,3,When should everything be ready?,Sarah says the items should be ready by Saturday morning.,3,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
336,246,1,What are the speakers mainly discussing?,The speakers are discussing how to prepare conference registration for the conference.,1,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
337,246,2,Where will Robert get the item?,Robert says that the item will be obtained from the convention center.,2,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
338,246,3,When should everything be ready?,Linda says the items should be ready by next Monday.,3,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
339,247,1,What are the speakers mainly discussing?,The speakers are discussing how to prepare a replacement order for the customer order.,1,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
340,247,2,Where will Michael get the item?,Michael says that the item will be obtained from the customer service desk.,2,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
341,247,3,When should everything be ready?,Jessica says the items should be ready by next week.,3,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
342,248,1,What are the speakers mainly discussing?,The speakers are discussing how to prepare the project report for the project deadline.,1,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
343,248,2,Where will David get the item?,David says that the item will be obtained from the design office.,2,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
344,248,3,When should everything be ready?,Rachel says the items should be ready by Friday.,3,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
345,249,1,What are the speakers mainly discussing?,The speakers are discussing how to prepare the office computer for the equipment repair.,1,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
346,249,2,Where will Thomas get the item?,Thomas says that the item will be obtained from the IT department.,2,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
347,249,3,When should everything be ready?,Olivia says the items should be ready by this afternoon.,3,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
348,250,1,What are the speakers mainly discussing?,The speakers are discussing how to prepare a taxi for the airport plans.,1,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
349,250,2,Where will Daniel get the item?,Daniel says that the item will be obtained from the airport.,2,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
350,250,3,When should everything be ready?,Sophie says the items should be ready by six thirty.,3,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
351,251,1,What are the speakers mainly discussing?,The speakers are discussing how to prepare printer paper for the office supplies.,1,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
352,251,2,Where will Daniel get the item?,Daniel says that the item will be obtained from the storage room.,2,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
353,251,3,When should everything be ready?,Maya says the items should be ready by this afternoon.,3,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
354,252,1,What are the speakers mainly discussing?,The speakers are discussing how to prepare the sales meeting for the meeting schedule.,1,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
355,252,2,Where will Brian get the item?,Brian says that the item will be obtained from Room 204.,2,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
356,252,3,When should everything be ready?,Anna says the items should be ready by tomorrow morning.,3,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
357,253,1,What are the speakers mainly discussing?,The speakers are discussing how to prepare a hotel room for the business trip.,1,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
358,253,2,Where will Kevin get the item?,Kevin says that the item will be obtained from the downtown hotel.,2,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
359,253,3,When should everything be ready?,Laura says the items should be ready by Friday evening.,3,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
360,254,1,What are the speakers mainly discussing?,The speakers are discussing how to prepare a dinner reservation for the restaurant reservation.,1,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
361,254,2,Where will Mark get the item?,Mark says that the item will be obtained from the Italian restaurant.,2,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
362,254,3,When should everything be ready?,Emily says the items should be ready by seven o'clock.,3,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
363,255,1,What are the speakers mainly discussing?,The speakers are discussing how to prepare train tickets for the train travel.,1,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
364,255,2,Where will James get the item?,James says that the item will be obtained from the station.,2,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
365,255,3,When should everything be ready?,Sarah says the items should be ready by Saturday morning.,3,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
366,256,1,What are the speakers mainly discussing?,The speakers are discussing how to prepare conference registration for the conference.,1,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
367,256,2,Where will Robert get the item?,Robert says that the item will be obtained from the convention center.,2,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
368,256,3,When should everything be ready?,Linda says the items should be ready by next Monday.,3,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
369,257,1,What are the speakers mainly discussing?,The speakers are discussing how to prepare a replacement order for the customer order.,1,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
370,257,2,Where will Michael get the item?,Michael says that the item will be obtained from the customer service desk.,2,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,
