id,lesson_id,title,audio_url,start_seconds,end_seconds,display_order,created_at,updated_at,image_url,knowledge
118,2,Part 2 - Question Response 018,/listening/part2/dataset01/q18.mp3,,,18,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,"Part 2 – Mẹo 18: Với Whose + danh từ, hãy tìm người sở hữu chứ không tìm địa điểm."
119,2,Part 2 - Question Response 019,/listening/part2/dataset01/q19.mp3,,,19,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,"Part 2 – Mẹo 19: Khi câu hỏi chứa tên người, không nhất thiết đáp án phải nhắc lại tên đó."
120,2,Part 2 - Question Response 020,/listening/part2/dataset01/q20.mp3,,,20,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,Part 2 – Mẹo 20: Đừng chờ đáp án lặp nguyên từ trong câu hỏi; TOEIC thường dùng cách diễn đạt khác.
121,6,Part 2 - Question Response 021,/listening/part2/dataset01/q21.mp3,,,21,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,"Part 2 – Mẹo 21: Với câu hỏi Yes/No, đáp án đúng có thể không bắt đầu bằng Yes hoặc No."
122,6,Part 2 - Question Response 022,/listening/part2/dataset01/q22.mp3,,,22,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,Part 2 – Mẹo 22: Một câu trả lời gián tiếp vẫn đúng nếu nó trả lời đúng ý câu hỏi.
123,6,Part 2 - Question Response 023,/listening/part2/dataset01/q23.mp3,,,23,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,"Part 2 – Mẹo 23: Với Are you...?, câu trả lời có thể cung cấp thông tin thay vì nói Yes/No trực tiếp."
124,6,Part 2 - Question Response 024,/listening/part2/dataset01/q24.mp3,,,24,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,"Part 2 – Mẹo 24: Với Did you...?, hãy chú ý xem người nói có xác nhận hoặc phủ nhận hành động hay không."
125,6,Part 2 - Question Response 025,/listening/part2/dataset01/q25.mp3,,,25,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,"Part 2 – Mẹo 25: Với Will you...?, câu trả lời thường nói về ý định hoặc kế hoạch."
126,6,Part 2 - Question Response 026,/listening/part2/dataset01/q26.mp3,,,26,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,"Part 2 – Mẹo 26: Với Can you...?, câu trả lời thường thể hiện khả năng hoặc sự đồng ý thực hiện."
127,6,Part 2 - Question Response 027,/listening/part2/dataset01/q27.mp3,,,27,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,"Part 2 – Mẹo 27: Với Could you...?, hãy hiểu đây thường là một lời yêu cầu lịch sự."
128,6,Part 2 - Question Response 028,/listening/part2/dataset01/q28.mp3,,,28,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,"Part 2 – Mẹo 28: Với Would you...?, hãy xem câu trả lời có chấp nhận hoặc từ chối lời đề nghị hay không."
129,6,Part 2 - Question Response 029,/listening/part2/dataset01/q29.mp3,,,29,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,"Part 2 – Mẹo 29: Với Should we...?, đáp án thường đưa ra đề xuất hoặc ý kiến."
130,6,Part 2 - Question Response 030,/listening/part2/dataset01/q30.mp3,,,30,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,"Part 2 – Mẹo 30: Với Shall we...?, hãy tìm đáp án thể hiện sự đồng ý hoặc đề xuất hành động."
131,6,Part 2 - Question Response 031,/listening/part2/dataset01/q31.mp3,,,31,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,Part 2 – Mẹo 31: Cẩn thận với đáp án chứa cùng từ khóa nhưng không trả lời đúng câu hỏi.
132,6,Part 2 - Question Response 032,/listening/part2/dataset01/q32.mp3,,,32,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,Part 2 – Mẹo 32: Không chọn đáp án chỉ vì nó lặp lại một danh từ trong câu hỏi.
133,6,Part 2 - Question Response 033,/listening/part2/dataset01/q33.mp3,,,33,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,"Part 2 – Mẹo 33: Nếu câu hỏi là Where, đáp án chứa thời gian thường là bẫy."
135,6,Part 2 - Question Response 035,/listening/part2/dataset01/q35.mp3,,,35,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,"Part 2 – Mẹo 35: Nếu câu hỏi là Who, đáp án chỉ địa điểm thường không phù hợp."
136,6,Part 2 - Question Response 036,/listening/part2/dataset01/q36.mp3,,,36,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,"Part 2 – Mẹo 36: Nếu câu hỏi là Why, đáp án chỉ thời gian thường không trả lời đúng ý."
137,6,Part 2 - Question Response 037,/listening/part2/dataset01/q37.mp3,,,37,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,"Part 2 – Mẹo 37: Nếu câu hỏi hỏi số lượng, đáp án chỉ địa điểm thường là distractor."
138,6,Part 2 - Question Response 038,/listening/part2/dataset01/q38.mp3,,,38,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,"Part 2 – Mẹo 38: Nếu câu hỏi hỏi giá, chú ý các đáp án chỉ thời gian hoặc địa điểm."
139,6,Part 2 - Question Response 039,/listening/part2/dataset01/q39.mp3,,,39,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,Part 2 – Mẹo 39: Hãy loại đáp án sai loại thông tin trước khi xét nội dung chi tiết.
140,6,Part 2 - Question Response 040,/listening/part2/dataset01/q40.mp3,,,40,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,"Part 2 – Mẹo 40: Trong Part 2, loại nhanh hai đáp án sai dạng thường giúp tăng tốc độ làm bài."
141,10,Part 2 - Question Response 041,/listening/part2/dataset01/q41.mp3,,,41,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,"Part 2 – Mẹo 41: Câu hỏi bắt đầu bằng Why thường được trả lời bằng because, to + verb hoặc một lý do tương đương."
142,10,Part 2 - Question Response 042,/listening/part2/dataset01/q42.mp3,,,42,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,Part 2 – Mẹo 42: Why có thể được trả lời bằng mục đích thay vì nguyên nhân trực tiếp.
143,10,Part 2 - Question Response 043,/listening/part2/dataset01/q43.mp3,,,43,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,Part 2 – Mẹo 43: Why don’t we...? thường là lời đề xuất chứ không phải câu hỏi nguyên nhân.
144,10,Part 2 - Question Response 044,/listening/part2/dataset01/q44.mp3,,,44,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,"Part 2 – Mẹo 44: Với Why don’t you...?, đáp án có thể đưa ra lời khuyên hoặc lý do."
146,10,Part 2 - Question Response 046,/listening/part2/dataset01/q46.mp3,,,46,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,"Part 2 – Mẹo 46: Với What for?, hãy tìm mục đích của hành động."
147,10,Part 2 - Question Response 047,/listening/part2/dataset01/q47.mp3,,,47,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,"Part 2 – Mẹo 47: Nếu câu hỏi hỏi lý do, hãy chú ý các từ because, since, due to hoặc so."
148,10,Part 2 - Question Response 048,/listening/part2/dataset01/q48.mp3,,,48,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,Part 2 – Mẹo 48: Câu trả lời gián tiếp về nguyên nhân vẫn có thể là đáp án đúng.
149,10,Part 2 - Question Response 049,/listening/part2/dataset01/q49.mp3,,,49,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,Part 2 – Mẹo 49: Không cần nghe toàn bộ câu trả lời nếu phần đầu đã xác định rõ lý do.
150,10,Part 2 - Question Response 050,/listening/part2/dataset01/q50.mp3,,,50,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,"Part 2 – Mẹo 50: Với Why, luôn kiểm tra quan hệ nguyên nhân–kết quả thay vì chỉ bắt từ khóa."
151,10,Part 2 - Question Response 051,/listening/part2/dataset01/q51.mp3,,,51,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,"Part 2 – Mẹo 51: Với Where, chú ý tên tòa nhà, phòng, tầng, khu vực và địa điểm."
152,10,Part 2 - Question Response 052,/listening/part2/dataset01/q52.mp3,,,52,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,"Part 2 – Mẹo 52: Where có thể được trả lời bằng giới từ chỉ vị trí như at, in, on hoặc near."
330,8,Part 4 - Talk 30 - Company Training,/listening/part4/dataset01/g030.mp3,0.00,,30,2026-08-09 21:34:42.767896,2026-08-09 21:34:42.767896,,"Part 4 – Warning: chú ý các từ caution, warning, please do not và prohibited."
331,8,Part 4 - Talk 31 - Library Announcement,/listening/part4/dataset01/g031.mp3,0.00,,31,2026-08-09 21:34:42.767896,2026-08-09 21:34:42.767896,,"Part 4 – Airport announcement: tập trung vào flight number, destination, gate và departure time."
332,8,Part 4 - Talk 32 - Airport Announcement,/listening/part4/dataset01/g032.mp3,0.00,,32,2026-08-09 21:34:42.767896,2026-08-09 21:34:42.767896,,Part 4 – Flight delay: chú ý revised departure time và reason for delay.
153,10,Part 2 - Question Response 053,/listening/part2/dataset01/q53.mp3,,,53,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,"Part 2 – Mẹo 53: Nếu Where được hỏi trong ngữ cảnh công việc, đáp án có thể là tên phòng hoặc bộ phận."
154,10,Part 2 - Question Response 054,/listening/part2/dataset01/q54.mp3,,,54,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,"Part 2 – Mẹo 54: Nếu Where được hỏi về sự kiện, hãy tìm địa điểm tổ chức."
155,10,Part 2 - Question Response 055,/listening/part2/dataset01/q55.mp3,,,55,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,Part 2 – Mẹo 55: Cẩn thận với đáp án có tên địa điểm nhưng không phù hợp với ngữ cảnh.
156,10,Part 2 - Question Response 056,/listening/part2/dataset01/q56.mp3,,,56,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,Part 2 – Mẹo 56: Địa điểm có thể được nói bằng cách diễn đạt khác với đáp án.
157,10,Part 2 - Question Response 057,/listening/part2/dataset01/q57.mp3,,,57,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,Part 2 – Mẹo 57: Phân biệt where với where to; câu sau thường hỏi điểm đến.
158,10,Part 2 - Question Response 058,/listening/part2/dataset01/q58.mp3,,,58,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,Part 2 – Mẹo 58: Với Where should I...? câu trả lời thường là địa điểm hoặc hướng dẫn nơi cần đến.
159,10,Part 2 - Question Response 059,/listening/part2/dataset01/q59.mp3,,,59,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,Part 2 – Mẹo 59: Với Where can I...? câu trả lời thường chỉ nơi có thể thực hiện một việc.
160,10,Part 2 - Question Response 060,/listening/part2/dataset01/q60.mp3,,,60,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,"Part 2 – Mẹo 60: Khi nghe Where, bỏ qua ngay các đáp án thuần thời gian nếu chúng không có thông tin vị trí."
161,14,Part 2 - Question Response 061,/listening/part2/dataset01/q61.mp3,,,61,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,"Part 2 – Mẹo 61: Với When, chú ý tomorrow, today, next week, this afternoon và các cụm thời gian tương tự."
162,14,Part 2 - Question Response 062,/listening/part2/dataset01/q62.mp3,,,62,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,"Part 2 – Mẹo 62: Khi hỏi thời gian, đáp án có thể dùng cách diễn đạt tương đương thay vì lặp lại câu hỏi."
163,14,Part 2 - Question Response 063,/listening/part2/dataset01/q63.mp3,,,63,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,"Part 2 – Mẹo 63: Phân biệt at three với in three hours; một là thời điểm, một là khoảng thời gian."
164,14,Part 2 - Question Response 064,/listening/part2/dataset01/q64.mp3,,,64,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,Part 2 – Mẹo 64: Phân biệt on Monday với next Monday dựa vào ngữ cảnh.
165,14,Part 2 - Question Response 065,/listening/part2/dataset01/q65.mp3,,,65,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,"Part 2 – Mẹo 65: Với When will..., câu trả lời thường nói về thời điểm tương lai."
166,14,Part 2 - Question Response 066,/listening/part2/dataset01/q66.mp3,,,66,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,"Part 2 – Mẹo 66: Với When did..., câu trả lời thường đề cập một thời điểm trong quá khứ."
167,14,Part 2 - Question Response 067,/listening/part2/dataset01/q67.mp3,,,67,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,"Part 2 – Mẹo 67: Với When are..., chú ý lịch trình hoặc thời điểm đã được sắp xếp."
168,14,Part 2 - Question Response 068,/listening/part2/dataset01/q68.mp3,,,68,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,Part 2 – Mẹo 68: Cẩn thận với đáp án chứa địa điểm vì đây là distractor phổ biến của When.
169,14,Part 2 - Question Response 069,/listening/part2/dataset01/q69.mp3,,,69,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,"Part 2 – Mẹo 69: Khi nghe mốc thời gian, chú ý số và đơn vị như days, weeks, months."
170,14,Part 2 - Question Response 070,/listening/part2/dataset01/q70.mp3,,,70,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,"Part 2 – Mẹo 70: Nếu không nghe rõ con số, hãy dùng ngữ cảnh để xác định khoảng thời gian phù hợp."
171,14,Part 2 - Question Response 071,/listening/part2/dataset01/q71.mp3,,,71,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,"Part 2 – Mẹo 71: Với What, xác định danh từ hoặc động từ đứng sau What để biết chính xác đang hỏi gì."
172,14,Part 2 - Question Response 072,/listening/part2/dataset01/q72.mp3,,,72,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,Part 2 – Mẹo 72: What time và What date phải được xử lý như câu hỏi thời gian riêng.
173,14,Part 2 - Question Response 073,/listening/part2/dataset01/q73.mp3,,,73,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,Part 2 – Mẹo 73: What kind of thường hỏi loại hoặc chủng loại của một vật hay dịch vụ.
174,14,Part 2 - Question Response 074,/listening/part2/dataset01/q74.mp3,,,74,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,Part 2 – Mẹo 74: What type of cũng hỏi loại; hãy tìm danh từ mô tả nhóm sản phẩm hoặc dịch vụ.
333,8,Part 4 - Talk 33 - Office Meeting,/listening/part4/dataset01/g033.mp3,0.00,,33,2026-08-09 21:34:42.767896,2026-08-09 21:34:42.767896,,"Part 4 – Boarding: listen for boarding time, gate number và passenger groups."
175,14,Part 2 - Question Response 075,/listening/part2/dataset01/q75.mp3,,,75,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,Part 2 – Mẹo 75: What happened? thường yêu cầu mô tả sự việc hoặc vấn đề xảy ra.
176,14,Part 2 - Question Response 076,/listening/part2/dataset01/q76.mp3,,,76,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,Part 2 – Mẹo 76: What do you think...? thường yêu cầu ý kiến hoặc đánh giá.
177,14,Part 2 - Question Response 077,/listening/part2/dataset01/q77.mp3,,,77,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,Part 2 – Mẹo 77: What should we...? thường yêu cầu đề xuất hoặc hành động tiếp theo.
178,14,Part 2 - Question Response 078,/listening/part2/dataset01/q78.mp3,,,78,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,Part 2 – Mẹo 78: What are you doing...? thường hỏi hành động hiện tại.
179,14,Part 2 - Question Response 079,/listening/part2/dataset01/q79.mp3,,,79,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,Part 2 – Mẹo 79: What did you do...? thường hỏi hành động đã xảy ra.
180,14,Part 2 - Question Response 080,/listening/part2/dataset01/q80.mp3,,,80,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,Part 2 – Mẹo 80: What will you do...? thường hỏi kế hoạch hoặc hành động tương lai.
181,18,Part 2 - Question Response 081,/listening/part2/dataset01/q81.mp3,,,81,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,"Part 2 – Mẹo 81: Với How many, nghe kỹ số lượng và chú ý danh từ đếm được."
182,18,Part 2 - Question Response 082,/listening/part2/dataset01/q82.mp3,,,82,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,"Part 2 – Mẹo 82: Với How much, kiểm tra xem câu hỏi đang hỏi giá hay lượng của một chất."
183,18,Part 2 - Question Response 083,/listening/part2/dataset01/q83.mp3,,,83,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,"Part 2 – Mẹo 83: How long có thể hỏi thời lượng của cuộc họp, chuyến đi hoặc sự kiện."
184,18,Part 2 - Question Response 084,/listening/part2/dataset01/q84.mp3,,,84,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,"Part 2 – Mẹo 84: How often yêu cầu tần suất, thường có once, twice, every hoặc each."
185,18,Part 2 - Question Response 085,/listening/part2/dataset01/q85.mp3,,,85,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,"Part 2 – Mẹo 85: How far hỏi khoảng cách, không phải thời lượng di chuyển."
186,18,Part 2 - Question Response 086,/listening/part2/dataset01/q86.mp3,,,86,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,Part 2 – Mẹo 86: How soon hỏi thời gian còn lại trước khi một việc xảy ra.
187,18,Part 2 - Question Response 087,/listening/part2/dataset01/q87.mp3,,,87,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,Part 2 – Mẹo 87: How late có thể hỏi thời điểm muộn nhất hoặc mức độ trễ.
188,18,Part 2 - Question Response 088,/listening/part2/dataset01/q88.mp3,,,88,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,Part 2 – Mẹo 88: How early có thể hỏi thời điểm sớm hoặc mức độ sớm.
189,18,Part 2 - Question Response 089,/listening/part2/dataset01/q89.mp3,,,89,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,Part 2 – Mẹo 89: How do I...? thường hỏi phương pháp hoặc cách thực hiện một việc.
190,18,Part 2 - Question Response 090,/listening/part2/dataset01/q90.mp3,,,90,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,"Part 2 – Mẹo 90: Với How can I...?, câu trả lời thường đưa ra cách thức hoặc hướng dẫn."
191,18,Part 2 - Question Response 091,/listening/part2/dataset01/q91.mp3,,,91,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,"Part 2 – Mẹo 91: Chú ý thì của câu hỏi để hiểu đáp án đang nói về quá khứ, hiện tại hay tương lai."
192,18,Part 2 - Question Response 092,/listening/part2/dataset01/q92.mp3,,,92,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,Part 2 – Mẹo 92: Câu hỏi quá khứ thường có did hoặc động từ ở quá khứ.
193,18,Part 2 - Question Response 093,/listening/part2/dataset01/q93.mp3,,,93,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,Part 2 – Mẹo 93: Câu hỏi tương lai thường có will hoặc be going to.
194,18,Part 2 - Question Response 094,/listening/part2/dataset01/q94.mp3,,,94,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,Part 2 – Mẹo 94: Câu hỏi hiện tại tiếp diễn thường hỏi hoạt động đang diễn ra hoặc kế hoạch gần.
195,18,Part 2 - Question Response 095,/listening/part2/dataset01/q95.mp3,,,95,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,Part 2 – Mẹo 95: Chú ý đại từ trong câu hỏi để xác định ai là người thực hiện hành động.
196,18,Part 2 - Question Response 096,/listening/part2/dataset01/q96.mp3,,,96,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,Part 2 – Mẹo 96: Đáp án đúng có thể dùng từ đồng nghĩa thay cho từ xuất hiện trong câu hỏi.
197,18,Part 2 - Question Response 097,/listening/part2/dataset01/q97.mp3,,,97,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,"Part 2 – Mẹo 97: Nếu nghe không rõ toàn bộ câu, hãy bắt từ để hỏi và động từ chính trước."
198,18,Part 2 - Question Response 098,/listening/part2/dataset01/q98.mp3,,,98,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,Part 2 – Mẹo 98: Không dừng quá lâu ở một câu; Part 2 yêu cầu phản xạ nhanh.
199,18,Part 2 - Question Response 099,/listening/part2/dataset01/q99.mp3,,,99,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,"Part 2 – Mẹo 99: Khi phân vân, ưu tiên đáp án trả lời đúng loại thông tin và phù hợp ngữ cảnh."
200,18,Part 2 - Question Response 100,/listening/part2/dataset01/q100.mp3,,,100,2026-08-09 20:15:34.476221,2026-08-09 20:15:34.476221,,Part 2 – Mẹo 100: Quy trình nhanh: nghe từ để hỏi → xác định loại thông tin → loại bẫy → chọn đáp án trực tiếp hoặc gián tiếp phù hợp.
334,8,Part 4 - Talk 34 - Restaurant Advertisement,/listening/part4/dataset01/g034.mp3,0.00,,34,2026-08-09 21:34:42.767896,2026-08-09 21:34:42.767896,,Part 4 – Transportation: phân biệt departure với arrival và platform với station.
335,8,Part 4 - Talk 35 - Museum Tour,/listening/part4/dataset01/g035.mp3,0.00,,35,2026-08-09 21:34:42.767896,2026-08-09 21:34:42.767896,,"Part 4 – Train announcement: chú ý platform, destination, departure và delay."
336,8,Part 4 - Talk 36 - Train Announcement,/listening/part4/dataset01/g036.mp3,0.00,,36,2026-08-09 21:34:42.767896,2026-08-09 21:34:42.767896,,"Part 4 – Hotel notice: chú ý check-in, check-out, room service và hotel facilities."
337,8,Part 4 - Talk 37 - Weather Report,/listening/part4/dataset01/g037.mp3,0.00,,37,2026-08-09 21:34:42.767896,2026-08-09 21:34:42.767896,,"Part 4 – Restaurant advertisement: chú ý menu, special dishes, opening hours và reservation."
338,8,Part 4 - Talk 38 - Hotel Notice,/listening/part4/dataset01/g038.mp3,0.00,,38,2026-08-09 21:34:42.767896,2026-08-09 21:34:42.767896,,"Part 4 – Museum tour: chú ý exhibit, floor, entrance và tour schedule."
339,8,Part 4 - Talk 39 - Store Advertisement,/listening/part4/dataset01/g039.mp3,0.00,,39,2026-08-09 21:34:42.767896,2026-08-09 21:34:42.767896,,"Part 4 – Library announcement: chú ý opening hours, borrowed items, return dates và membership."
211,3,Part 3 - Conversation 11,/listening/part3/dataset01/g011.mp3,0.00,,11,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,,Part 3 – Next action: câu hỏi “What will the speaker do next?” thường được trả lời bằng hành động được đề cập ở cuối đoạn.
340,8,Part 4 - Talk 40 - Company Training,/listening/part4/dataset01/g040.mp3,0.00,,40,2026-08-09 21:34:42.767896,2026-08-09 21:34:42.767896,,"Part 4 – Store announcement: chú ý sale items, store hours, location và customer services."
341,12,Part 4 - Talk 41 - Library Announcement,/listening/part4/dataset01/g041.mp3,0.00,,41,2026-08-09 21:34:42.767896,2026-08-09 21:34:42.767896,,Part 4 – Office presentation: xác định chủ đề công việc ngay từ phần giới thiệu.
342,12,Part 4 - Talk 42 - Airport Announcement,/listening/part4/dataset01/g042.mp3,0.00,,42,2026-08-09 21:34:42.767896,2026-08-09 21:34:42.767896,,"Part 4 – Meeting announcement: chú ý participants, agenda, location và meeting time."
343,12,Part 4 - Talk 43 - Office Meeting,/listening/part4/dataset01/g043.mp3,0.00,,43,2026-08-09 21:34:42.767896,2026-08-09 21:34:42.767896,,"Part 4 – Training: chú ý kỹ năng, thời gian đào tạo và người tham gia."
344,12,Part 4 - Talk 44 - Restaurant Advertisement,/listening/part4/dataset01/g044.mp3,0.00,,44,2026-08-09 21:34:42.767896,2026-08-09 21:34:42.767896,,"Part 4 – Company policy: chú ý must, have to, required và prohibited."
345,12,Part 4 - Talk 45 - Museum Tour,/listening/part4/dataset01/g045.mp3,0.00,,45,2026-08-09 21:34:42.767896,2026-08-09 21:34:42.767896,,Part 4 – Workplace procedure: nghe các bước thực hiện theo đúng thứ tự.
346,12,Part 4 - Talk 46 - Train Announcement,/listening/part4/dataset01/g046.mp3,0.00,,46,2026-08-09 21:34:42.767896,2026-08-09 21:34:42.767896,,"Part 4 – Instructions: các động từ mệnh lệnh như press, turn, enter, submit thường là từ khóa."
347,12,Part 4 - Talk 47 - Weather Report,/listening/part4/dataset01/g047.mp3,0.00,,47,2026-08-09 21:34:42.767896,2026-08-09 21:34:42.767896,,Part 4 – Process: xác định bước đầu tiên và bước cuối cùng để tránh nhầm trình tự.
348,12,Part 4 - Talk 48 - Hotel Notice,/listening/part4/dataset01/g048.mp3,0.00,,48,2026-08-09 21:34:42.767896,2026-08-09 21:34:42.767896,,"Part 4 – Equipment instructions: chú ý cách sử dụng, lỗi và cách xử lý thiết bị."
349,12,Part 4 - Talk 49 - Store Advertisement,/listening/part4/dataset01/g049.mp3,0.00,,49,2026-08-09 21:34:42.767896,2026-08-09 21:34:42.767896,,"Part 4 – Safety instructions: chú ý warning, emergency, safety và protective equipment."
350,12,Part 4 - Talk 50 - Company Training,/listening/part4/dataset01/g050.mp3,0.00,,50,2026-08-09 21:34:42.767896,2026-08-09 21:34:42.767896,,Part 4 – Employee notice: xác định hành động nhân viên cần thực hiện.
351,12,Part 4 - Talk 51 - Library Announcement,/listening/part4/dataset01/g051.mp3,0.00,,51,2026-08-09 21:34:42.767896,2026-08-09 21:34:42.767896,,"Part 4 – Weather report: chú ý temperature, conditions, forecast và precipitation."
352,12,Part 4 - Talk 52 - Airport Announcement,/listening/part4/dataset01/g052.mp3,0.00,,52,2026-08-09 21:34:42.767896,2026-08-09 21:34:42.767896,,Part 4 – Weather timing: phân biệt thời tiết hiện tại với dự báo cho ngày sau.
353,12,Part 4 - Talk 53 - Office Meeting,/listening/part4/dataset01/g053.mp3,0.00,,53,2026-08-09 21:34:42.767896,2026-08-09 21:34:42.767896,,"Part 4 – Temperature: chú ý high, low, degrees và temperature changes."
354,12,Part 4 - Talk 54 - Restaurant Advertisement,/listening/part4/dataset01/g054.mp3,0.00,,54,2026-08-09 21:34:42.767896,2026-08-09 21:34:42.767896,,Part 4 – Travel forecast: kết hợp địa điểm và thời tiết để xác định nơi được đề cập.
217,3,Part 3 - Conversation 17,/listening/part3/dataset01/g017.mp3,0.00,,17,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,,"Part 3 – Numbers: khi nghe số, tập trung vào con số cuối cùng sau khi người nói sửa hoặc xác nhận."
218,3,Part 3 - Conversation 18,/listening/part3/dataset01/g018.mp3,0.00,,18,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,,"Part 3 – Dates: phân biệt ngày tháng với số phòng, số điện thoại hoặc số lượng."
219,3,Part 3 - Conversation 19,/listening/part3/dataset01/g019.mp3,0.00,,19,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,,"Part 3 – Prices: chú ý dollar, cents, per item và total để tránh nhầm giá đơn vị với tổng tiền."
220,3,Part 3 - Conversation 20,/listening/part3/dataset01/g020.mp3,0.00,,20,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,,"Part 3 – Schedule: chú ý các từ move, postpone, reschedule, cancel vì chúng có thể thay đổi lịch."
202,3,Part 3 - Conversation 02,/listening/part3/dataset01/g002.mp3,0.00,,2,2026-08-09 21:13:23.227169,2026-08-09 21:13:23.227169,,"Part 3 – Speaker purpose: chú ý các câu có “I need”, “I want”, “I would like” để xác định mục đích."
